Family,Genus,Species,DataID,SciName,Family_encode,Fam_Sample,Fam_Specie,Family_encodeYY
Noctuidae,Oncocnemis,levis,1851701910_MISSA_3781_0.jpg,Oncocnemis levis,62,3747,2218,2
Noctuidae,Agrotis,sabulosa,1434660294_MNHN_1345_1.jpg,Agrotis sabulosa,62,3747,2218,2
Pieridae,Ascia,monuste,1317471472_USNM_10462_0.jpg,Ascia monuste,69,3076,852,9
Pieridae,Euchloe,falloui,1322549344_USNM_1329_0.jpg,Euchloe falloui,69,3076,852,9
Saturniidae,Almeidella,corrupta,1039140726_YPM_2740_0.jpg,Almeidella corrupta,79,668,312,18
Geometridae,Scopula,nemoraria,3003633665_TAM_2725_0.jpg,Scopula nemoraria,37,4794,3198,0
Erebidae,Theages,decora,1320026264_USNM_5515_0.jpg,Theages decora,29,5090,2667,1
Erebidae,Hypena,cognata,A49-20150415-016_TESRI_0.jpg,Hypena cognata,29,5090,2667,1
Noctuidae,Zosteropoda,hirtipes,2432340026_CSU_2227_0.jpg,Zosteropoda hirtipes,62,3747,2218,2
Pieridae,Pontia,sisymbrii,1320995833_USNM_4713_0.jpg,Pontia sisymbrii,69,3076,852,9
Noctuidae,Deltote,musta,2560346947_CSU_367_0.jpg,Deltote musta,62,3747,2218,2
Erebidae,Eublemma,terminimaculata,V15-20140327-043_TESRI_0.jpg,Eublemma terminimaculata,29,5090,2667,1
Hesperiidae,Vettius,coryna,1039184308_YPM_1003_1.jpg,Vettius coryna,44,1449,589,3
Noctuidae,Acronicta,rumicis,3003608353_TAM_19_0.jpg,Acronicta rumicis,62,3747,2218,2
Geometridae,Epirrhoe,tristata,3003615030_TAM_3300_0.jpg,Epirrhoe tristata,37,4794,3198,0
Sesiidae,Sesia,apiformis,3003603861_TAM_1766_0.jpg,Sesia apiformis,83,114,89,8
Hesperiidae,Atrytonopsis,lunus,1981439969_MISSA_2907_0.jpg,Atrytonopsis lunus,44,1449,589,3
Pieridae,Pieriballia,viardi,1317673564_USNM_8165_0.jpg,Pieriballia viardi,69,3076,852,9
Sphingidae,Ceratomia,amyntor,1838850113_MISSA_1469_0.jpg,Ceratomia amyntor,84,642,398,10
Erebidae,Toxonprucha,clientis,1585211896_MISSA_2024_0.jpg,Toxonprucha clientis,29,5090,2667,1
Hesperiidae,Rhinthon,cubana,1039200918_YPM_698_1.jpg,Rhinthon cubana,44,1449,589,3
Notodontidae,Cerura,argynnis,1317428267_USNM_9358_0.jpg,Cerura argynnis,64,739,528,15
Erebidae,Maculonaclia,truncata,1913644990_MNHN_2808_0.jpg,Maculonaclia truncata,29,5090,2667,1
Noctuidae,Mythimna,purpurpatagis,A47-20150512-110_TESRI_0.jpg,Mythimna purpurpatagis,62,3747,2218,2
Nymphalidae,Hypocysta,euphemia,1039200243_YPM_2793_0.jpg,Hypocysta euphemia,65,4037,1666,4
Geometridae,Epirrhoe,galiata,3017554580_UTE_766_0.jpg,Epirrhoe galiata,37,4794,3198,0
Erebidae,Ozarba,flavidiscata,1426045784_MNHN_1192_0.jpg,Ozarba flavidiscata,29,5090,2667,1
Tortricidae,Cydia,cosmophorana,3003605905_TAM_1169_0.jpg,Cydia cosmophorana,91,901,787,17
Geometridae,Eupithecia,acosmos,3003641608_TAM_159_0.jpg,Eupithecia acosmos,37,4794,3198,0
Crambidae,Nymphula,nitidulata,3003684936_TAM_989_0.jpg,Nymphula nitidulata,22,1196,693,7
Nymphalidae,Charaxes,zoolina,1320222949_USNM_5208_0.jpg,Charaxes zoolina,65,4037,1666,4
Saturniidae,Eubergioides,bertha,1882416152_NHMUK_4707_0.jpg,Eubergioides bertha,79,668,312,18
Hesperiidae,Hasora,hurama,1135513518_NHMUK_4306_0.jpg,Hasora hurama,44,1449,589,3
Hesperiidae,Copaeodes,aurantiaca,1039155169_YPM_1240_1.jpg,Copaeodes aurantiaca,44,1449,589,3
Erebidae,Eugoa,cernyi,A43-20150408-023_TESRI_0.jpg,Eugoa cernyi,29,5090,2667,1
Geometridae,Nephodia,similis,1317947451_USNM_1704_0.jpg,Nephodia similis,37,4794,3198,0
Erebidae,Mimulosia,tortricoides,1883279430_MNHN_2098_0.jpg,Mimulosia tortricoides,29,5090,2667,1
Saturniidae,Hyperchiria,incisa,1039081956_YPM_1880_1.jpg,Hyperchiria incisa,79,668,312,18
Pieridae,Colotis,amata,1321922116_USNM_7407_0.jpg,Colotis amata,69,3076,852,9
Erebidae,Porthesaroa,xanthoselas,1913644865_MNHN_108_0.jpg,Porthesaroa xanthoselas,29,5090,2667,1
Nymphalidae,Neominois,ridingsii,1039131422_YPM_315_0.jpg,Neominois ridingsii,65,4037,1666,4
Nymphalidae,Agrias,amydon,1322123918_USNM_8148_0.jpg,Agrias amydon,65,4037,1666,4
Geometridae,Carphoides,inconspicuaria,2432316640_CSU_828_0.jpg,Carphoides inconspicuaria,37,4794,3198,0
Saturniidae,Athletes,gigas,1039038256_YPM_2643_1.jpg,Athletes gigas,79,668,312,18
Erebidae,Elysius,superba,2432260164_CSU_2078_0.jpg,Elysius superba,29,5090,2667,1
Euteliidae,Anuga,multiplicans,A34-20140626-039_TESRI_0.jpg,Anuga multiplicans,34,94,52,23
Pieridae,Pereute,telthusa,1317544791_USNM_10543_0.jpg,Pereute telthusa,69,3076,852,9
Choreutidae,Choreutis,xanthogramma,A43-20160906-265_TESRI_0.jpg,Choreutis xanthogramma,17,31,20,35
Noctuidae,Heliothis,viriplaca,1890893240_MISSA_166_0.jpg,Heliothis viriplaca,62,3747,2218,2
Pieridae,Colias,eogene,3017467292_UTE_799_0.jpg,Colias eogene,69,3076,852,9
Geometridae,Idaea,serpentata,3003609142_TAM_3799_0.jpg,Idaea serpentata,37,4794,3198,0
Erebidae,Amastus,reticulatus,1883279903_MNHN_1331_0.jpg,Amastus reticulatus,29,5090,2667,1
Pieridae,Eurema,mentawiensis,1320479786_USNM_8242_0.jpg,Eurema mentawiensis,69,3076,852,9
Nymphalidae,Memphis,otrere,1319570791_USNM_2173_0.jpg,Memphis otrere,65,4037,1666,4
Nymphalidae,Heliconius,pachinus,1039176719_YPM_1531_0.jpg,Heliconius pachinus,65,4037,1666,4
Pieridae,Colotis,auxo,1319192314_USNM_4163_0.jpg,Colotis auxo,69,3076,852,9
Geometridae,Proutoscia,mirifica,1320488922_USNM_5892_0.jpg,Proutoscia mirifica,37,4794,3198,0
Pieridae,Delias,levicki,1320553773_USNM_1273_0.jpg,Delias levicki,69,3076,852,9
Noctuidae,Callyna,perfecta,1426631304_MNHN_1226_1.jpg,Callyna perfecta,62,3747,2218,2
Lycaenidae,Alaena,ngonga,1039076198_YPM_2488_1.jpg,Alaena ngonga,53,1492,708,6
Noctuidae,Chrysodeixis,taiwani,V12-20130528-151_TESRI_0.jpg,Chrysodeixis taiwani,62,3747,2218,2
Noctuidae,Senta,tenebra,1883280504_MNHN_2499_0.jpg,Senta tenebra,62,3747,2218,2
Hesperiidae,Poanes,benito,1039126739_YPM_1706_0.jpg,Poanes benito,44,1449,589,3
Erebidae,Pechipogo,plumigeralis,1849087207_NHMUK_4534_0.jpg,Pechipogo plumigeralis,29,5090,2667,1
Pieridae,Colias,croceus,1265641249_NHMUK_30_0.jpg,Colias croceus,69,3076,852,9
Erebidae,Marcipa,rougeoti,1883280553_MNHN_2537_1.jpg,Marcipa rougeoti,29,5090,2667,1
Geometridae,Lomographa,margarita,V37-20180521-124_TESRI_0.jpg,Lomographa margarita,37,4794,3198,0
Erebidae,Chlorhoda,superba,1883279940_MNHN_1395_0.jpg,Chlorhoda superba,29,5090,2667,1
Erebidae,Metalectra,quadrisignata,2432348865_CSU_1963_0.jpg,Metalectra quadrisignata,29,5090,2667,1
Tortricidae,Retinia,comstockiana,1838876927_MISSA_3756_0.jpg,Retinia comstockiana,91,901,787,17
Pieridae,Anthocharis,damone,1322486459_USNM_4221_0.jpg,Anthocharis damone,69,3076,852,9
Crambidae,Eudonia,lacustrata,2366167531_NHMUK_1351_0.jpg,Eudonia lacustrata,22,1196,693,7
Geometridae,Herochroma,ochreipicta,A41-20190325-006_TESRI_0.jpg,Herochroma ochreipicta,37,4794,3198,0
Notodontidae,Fentonia,baibarana,A58-20170303-053_TESRI_0.jpg,Fentonia baibarana,64,739,528,15
Hesperiidae,Panoquina,ocola,1039082481_YPM_1660_1.jpg,Panoquina ocola,44,1449,589,3
Noctuidae,Stretchia,muricina,2626777371_CSU_1595_0.jpg,Stretchia muricina,62,3747,2218,2
Nymphalidae,Tacola,eulimene,1039177683_YPM_449_0.jpg,Tacola eulimene,65,4037,1666,4
Geometridae,Naxa,seriaria,3003640026_TAM_2181_0.jpg,Naxa seriaria,37,4794,3198,0
Geometridae,Prochoerodes,forficaria,2432311018_CSU_821_0.jpg,Prochoerodes forficaria,37,4794,3198,0
Pieridae,Anthocharis,lanceolata,1039041939_YPM_1828_0.jpg,Anthocharis lanceolata,69,3076,852,9
Noctuidae,Aporophyla,nigra,1849074643_NHMUK_1156_0.jpg,Aporophyla nigra,62,3747,2218,2
Noctuidae,Amphipyra,erebina,1846474340_MISSA_1331_0.jpg,Amphipyra erebina,62,3747,2218,2
Nymphalidae,Dira,oxylus,1039122832_YPM_3642_1.jpg,Dira oxylus,65,4037,1666,4
Saturniidae,Cerodirphia,speciosa,1039031770_YPM_3118_0.jpg,Cerodirphia speciosa,79,668,312,18
Geometridae,Rhodomena,electa,1320164186_USNM_6171_0.jpg,Rhodomena electa,37,4794,3198,0
Noctuidae,Spiramater,grandis,2432341547_CSU_615_0.jpg,Spiramater grandis,62,3747,2218,2
Endromidae,Mirina,christophi,3003645061_TAM_228_0.jpg,Mirina christophi,25,49,26,28
Noctuidae,Plusidia,cheiranthi,3003647606_TAM_1098_0.jpg,Plusidia cheiranthi,62,3747,2218,2
Crambidae,Phostria,dohrni,2013055443_MISSA_1808_0.jpg,Phostria dohrni,22,1196,693,7
Pieridae,Delias,aruna,1321248318_USNM_1493_0.jpg,Delias aruna,69,3076,852,9
Sphingidae,Agrius,cingulata,2432228349_CSU_0_0.jpg,Agrius cingulata,84,642,398,10
Nolidae,Aiteta,musculina,V31-20170805-044_TESRI_0.jpg,Aiteta musculina,63,338,163,31
Nymphalidae,Hermeuptychia,sosybius,1039074575_YPM_122_1.jpg,Hermeuptychia sosybius,65,4037,1666,4
Gelechiidae,Dichomeris,condaliavorella,1585257637_MISSA_47_0.jpg,Dichomeris condaliavorella,36,421,369,20
Noctuidae,Pleromelloida,bonuscula,2884378313_CSU_1334_0.jpg,Pleromelloida bonuscula,62,3747,2218,2
Lycaenidae,Catochrysops,strabo,1039174120_YPM_1993_1.jpg,Catochrysops strabo,53,1492,708,6
Nymphalidae,Boloria,freija,1039153505_YPM_955_1.jpg,Boloria freija,65,4037,1666,4
Noctuidae,Photedes,captiuncula,1882403598_NHMUK_1207_0.jpg,Photedes captiuncula,62,3747,2218,2
Gracillariidae,Acrocercops,autarithma,1055995900_NHMUK_4449_0.jpg,Acrocercops autarithma,39,65,64,25
Erebidae,Hypermaepha,excavata,1883280124_MNHN_861_0.jpg,Hypermaepha excavata,29,5090,2667,1
Nymphalidae,Charaxes,ethalion,1318825475_USNM_1895_0.jpg,Charaxes ethalion,65,4037,1666,4
Pieridae,Pieris,dubernardi,1135513836_NHMUK_1812_0.jpg,Pieris dubernardi,69,3076,852,9
Noctuidae,Andrianam,poinimerina,1570703382_MNHN_2724_1.jpg,Andrianam poinimerina,62,3747,2218,2
Tortricidae,Eucosma,giganteana,1838878014_MISSA_3392_0.jpg,Eucosma giganteana,91,901,787,17
Noctuidae,Mythimna,impura,3017417671_UTE_352_0.jpg,Mythimna impura,62,3747,2218,2
Noctuidae,Callyna,contracta,A41-20190325-052_TESRI_0.jpg,Callyna contracta,62,3747,2218,2
Noctuidae,Caradrina,morpheus,3017418069_UTE_382_0.jpg,Caradrina morpheus,62,3747,2218,2
Noctuidae,Deltote,plurioculata,1426045771_MNHN_1182_0.jpg,Deltote plurioculata,62,3747,2218,2
Noctuidae,Callyna,monoleuca,V07-20130412-024_TESRI_0.jpg,Callyna monoleuca,62,3747,2218,2
Nymphalidae,Pteronymia,hara,2243048785_NHMUK_3898_0.jpg,Pteronymia hara,65,4037,1666,4
Pieridae,Hesperocharis,crocea,1039054253_YPM_32_1.jpg,Hesperocharis crocea,69,3076,852,9
Nymphalidae,Euploea,alcathoe,1039173622_YPM_3570_0.jpg,Euploea alcathoe,65,4037,1666,4
Geometridae,Euchlaena,mollisaria,2432370800_CSU_1301_0.jpg,Euchlaena mollisaria,37,4794,3198,0
Erebidae,Virbia,ferruginosa,2432248778_CSU_745_0.jpg,Virbia ferruginosa,29,5090,2667,1
Pyralidae,Endotricha,nicobaralis,A35-20170628-082_TESRI_0.jpg,Endotricha nicobaralis,75,531,348,14
Noctuidae,Agrotis,exclamationis,1883280884_MNHN_2206_0.jpg,Agrotis exclamationis,62,3747,2218,2
Nymphalidae,Polyura,athamas,1319070643_USNM_3308_0.jpg,Polyura athamas,65,4037,1666,4
Erebidae,Thyas,coronata,V04-20150920-004_TESRI_0.jpg,Thyas coronata,29,5090,2667,1
Nymphalidae,Acraea,perenna,1039146728_YPM_3311_1.jpg,Acraea perenna,65,4037,1666,4
Uraniidae,Monobolodes,simulans,A58-20190106-082_TESRI_0.jpg,Monobolodes simulans,92,70,27,13
Lycaenidae,Celastrina,argiolus,1039124600_YPM_2913_1.jpg,Celastrina argiolus,53,1492,708,6
Lycaenidae,Lycaena,acmon,1039159004_YPM_3661_1.jpg,Lycaena acmon,53,1492,708,6
Noctuidae,Simyra,albovenosa,3003624618_TAM_3058_0.jpg,Simyra albovenosa,62,3747,2218,2
Nymphalidae,Erebia,callias,1039079434_YPM_812_1.jpg,Erebia callias,65,4037,1666,4
Crambidae,Cnaphalocrocis,pilosa,A35-20180317-180_TESRI_0.jpg,Cnaphalocrocis pilosa,22,1196,693,7
Noctuidae,Amyna,stellata,V24-20190316-224_TESRI_0.jpg,Amyna stellata,62,3747,2218,2
Noctuidae,Mythimna,sinuosa,A45-20141118-072_TESRI_0.jpg,Mythimna sinuosa,62,3747,2218,2
Notodontidae,Hexafrenum,leucodera,yamamotoi_V36-20181013-143_TESRI_0.jpg,Hexafrenum leucodera,64,739,528,15
Lycaenidae,Satyrium,jezoensis,1039181566_YPM_2774_1.jpg,Satyrium jezoensis,53,1492,708,6
Papilionidae,Papilio,demodocus,1837858863_NHMUK_3844_0.jpg,Papilio demodocus,68,1101,365,11
Hesperiidae,Atrytone,mazai,2432263987_CSU_1006_0.jpg,Atrytone mazai,44,1449,589,3
Geometridae,Meteima,mediorufa,mediorufa_V37-20190408-032_TESRI_0.jpg,Meteima mediorufa,37,4794,3198,0
Euteliidae,Eutelia,subrubens,1502535239_MNHN_1624_1.jpg,Eutelia subrubens,34,94,52,23
Geometridae,Episteira,nigrilinearia,A35-20150212-100_TESRI_0.jpg,Episteira nigrilinearia,37,4794,3198,0
Erebidae,Amastus,medicoides,1883279905_MNHN_1414_0.jpg,Amastus medicoides,29,5090,2667,1
Pieridae,Belenois,crawshayi,1320989624_USNM_3090_0.jpg,Belenois crawshayi,69,3076,852,9
Geometridae,Cyclophora,punctaria,3017553540_UTE_654_0.jpg,Cyclophora punctaria,37,4794,3198,0
Erebidae,Phaeomolis,bertrandi,1883279844_MNHN_167_1.jpg,Phaeomolis bertrandi,29,5090,2667,1
Erebidae,Catocala,dulciola,1306542587_YPM_2126_0.jpg,Catocala dulciola,29,5090,2667,1
Noctuidae,Acronicta,hasta,2804313324_CSU_2065_0.jpg,Acronicta hasta,62,3747,2218,2
Geometridae,Hygrochroma,hyalopuncta,1321761643_USNM_4064_0.jpg,Hygrochroma hyalopuncta,37,4794,3198,0
Nymphalidae,Metamorpha,elissa,1039041683_YPM_736_1.jpg,Metamorpha elissa,65,4037,1666,4
Noctuidae,Xylopolia,fulvireniforma,V37-20190408-052_TESRI_0.jpg,Xylopolia fulvireniforma,62,3747,2218,2
Geometridae,Calyptocome,rectimargo,1317784605_USNM_3614_0.jpg,Calyptocome rectimargo,37,4794,3198,0
Nymphalidae,Precis,limnoria,1039114893_YPM_1446_1.jpg,Precis limnoria,65,4037,1666,4
Geometridae,Bonatea,praeclara,1318640675_USNM_11565_0.jpg,Bonatea praeclara,37,4794,3198,0
Sphingidae,Smerinthus,cerisyi,2432254111_CSU_451_0.jpg,Smerinthus cerisyi,84,642,398,10
Nymphalidae,Pantoporia,hordonia,1039129960_YPM_3645_0.jpg,Pantoporia hordonia,65,4037,1666,4
Erebidae,Diomea,insulana,A43-20170221-066_TESRI_0.jpg,Diomea insulana,29,5090,2667,1
Choreutidae,Prochoreutis,myllerana,3003689912_TAM_625_0.jpg,Prochoreutis myllerana,17,31,20,35
Nolidae,Negeta,signata,A43-20160906-200_TESRI_0.jpg,Negeta signata,63,338,163,31
Noctuidae,Noctua,fimbriata,3003614905_TAM_3381_0.jpg,Noctua fimbriata,62,3747,2218,2
Erebidae,Catocala,nupta,1847720729_NHMUK_1116_0.jpg,Catocala nupta,29,5090,2667,1
Geometridae,Scordylia,morvena,1318342419_USNM_74_0.jpg,Scordylia morvena,37,4794,3198,0
Papilionidae,Luehdorfia,puziloi,3003741979_TAM_569_0.jpg,Luehdorfia puziloi,68,1101,365,11
Hesperiidae,Mucia,matalma,1322981847_USNM_8406_0.jpg,Mucia matalma,44,1449,589,3
Geometridae,Hydatocapnia,gemina,A35-20150409-114_TESRI_0.jpg,Hydatocapnia gemina,37,4794,3198,0
Lycaenidae,Emesis,satema,1317336116_USNM_10311_0.jpg,Emesis satema,53,1492,708,6
Geometridae,Eupithecia,silenicolata,3003653825_TAM_219_0.jpg,Eupithecia silenicolata,37,4794,3198,0
Crambidae,Neargyractis,slossonalis,1585266484_MISSA_3710_0.jpg,Neargyractis slossonalis,22,1196,693,7
Erebidae,Hyposemansis,albipunctata,A41-20180813-013_TESRI_0.jpg,Hyposemansis albipunctata,29,5090,2667,1
Papilionidae,Parnassius,clodius,3003604302_TAM_314_0.jpg,Parnassius clodius,68,1101,365,11
Noctuidae,Microplexia,parmelia,1883279414_MNHN_1912_0.jpg,Microplexia parmelia,62,3747,2218,2
Erebidae,Catocala,lacrymosa,2244419090_MISSA_1399_0.jpg,Catocala lacrymosa,29,5090,2667,1
Pieridae,Colias,staudingeri,3003630092_TAM_1971_0.jpg,Colias staudingeri,69,3076,852,9
Pieridae,Colotis,hetaera,1039147230_YPM_578_1.jpg,Colotis hetaera,69,3076,852,9
Pieridae,Pyrisitia,dina,1039039589_YPM_3488_0.jpg,Pyrisitia dina,69,3076,852,9
Sesiidae,Synanthedon,acerni,1932662285_MSU_553_0.jpg,Synanthedon acerni,83,114,89,8
Lycaenidae,Lepidochrysops,ortygia,1039043421_YPM_2251_0.jpg,Lepidochrysops ortygia,53,1492,708,6
Drepanidae,Sewa,taiwana,V03-20131201-082_TESRI_0.jpg,Sewa taiwana,23,222,84,16
Pieridae,Delias,subnubila,1837858586_NHMUK_2850_0.jpg,Delias subnubila,69,3076,852,9
Lycaenidae,Lycaena,heteronea,1039156030_YPM_1974_0.jpg,Lycaena heteronea,53,1492,708,6
Noctuidae,Afotella,cylindrica,2432316211_CSU_1760_0.jpg,Afotella cylindrica,62,3747,2218,2
Coleophoridae,Coleophora,trochilella,3003690831_TAM_806_0.jpg,Coleophora trochilella,19,35,31,45
Lycaenidae,Zizeeria,knysna,1039178259_YPM_2952_1.jpg,Zizeeria knysna,53,1492,708,6
Nymphalidae,Acraea,aganice,1039072268_YPM_3381_1.jpg,Acraea aganice,65,4037,1666,4
Pieridae,Lieinix,viridifascia,1317637323_USNM_2145_0.jpg,Lieinix viridifascia,69,3076,852,9
Noctuidae,Acontia,areli,1838862409_MISSA_3738_0.jpg,Acontia areli,62,3747,2218,2
Nymphalidae,Morpho,portis,1039070247_YPM_1626_0.jpg,Morpho portis,65,4037,1666,4
Noctuidae,Condica,capensis,1882809971_MISSA_2713_0.jpg,Condica capensis,62,3747,2218,2
Crambidae,Palpita,asiaticalis,A35-20171023-078_TESRI_0.jpg,Palpita asiaticalis,22,1196,693,7
Pieridae,Belenois,theuszi,1321946627_USNM_1397_0.jpg,Belenois theuszi,69,3076,852,9
Lycaenidae,Thecla,imma,1039043067_YPM_1343_0.jpg,Thecla imma,53,1492,708,6
Crambidae,Crambus,cypridalis,2013055307_MISSA_3476_0.jpg,Crambus cypridalis,22,1196,693,7
Lasiocampidae,Lasiocampa,serrula,1883280486_MNHN_2691_1.jpg,Lasiocampa serrula,49,151,67,21
Papilionidae,Battus,philenor,1319263035_USNM_2195_0.jpg,Battus philenor,68,1101,365,11
Geometridae,Scopula,rantaizanensis,V12-20130528-078_TESRI_0.jpg,Scopula rantaizanensis,37,4794,3198,0
Nymphalidae,Calisto,pulchella,1039188806_YPM_669_1.jpg,Calisto pulchella,65,4037,1666,4
Nymphalidae,Terinos,alurgis,1039085575_YPM_2093_0.jpg,Terinos alurgis,65,4037,1666,4
Notodontidae,Farigia,liboria,1318861733_USNM_7695_0.jpg,Farigia liboria,64,739,528,15
Sphingidae,Hippotion,rosetta,V31-20170909-108_TESRI_0.jpg,Hippotion rosetta,84,642,398,10
Endromidae,Olceclostera,seraphica,2013055533_MISSA_1995_0.jpg,Olceclostera seraphica,25,49,26,28
Erebidae,Lycomorpha,splendens,2432257858_CSU_741_0.jpg,Lycomorpha splendens,29,5090,2667,1
Erebidae,Homaroa,frieda,1913644825_MNHN_112_1.jpg,Homaroa frieda,29,5090,2667,1
Lycaenidae,Uranothauma,antinorii,1039197947_YPM_3849_1.jpg,Uranothauma antinorii,53,1492,708,6
Noctuidae,Cyclopera,gallienii,1563875370_MNHN_2571_0.jpg,Cyclopera gallienii,62,3747,2218,2
Noctuidae,Fissipunctia,ypsillon,3003614335_TAM_458_0.jpg,Fissipunctia ypsillon,62,3747,2218,2
Erebidae,Drasteria,grandirena,2013054917_MISSA_1804_0.jpg,Drasteria grandirena,29,5090,2667,1
Erebidae,Episcepsis,capysca,1321883953_USNM_7074_0.jpg,Episcepsis capysca,29,5090,2667,1
Notodontidae,Ginshachia,elongata,A33-20130115-056_TESRI_0.jpg,Ginshachia elongata,64,739,528,15
Erebidae,Gynaephora,selenitica,3003614884_TAM_671_0.jpg,Gynaephora selenitica,29,5090,2667,1
Erebidae,Nudaria,diaphanella,A70-20180629-013_TESRI_0.jpg,Nudaria diaphanella,29,5090,2667,1
Erebidae,Cerynea,falcigera,1424788309_MNHN_1322_0.jpg,Cerynea falcigera,29,5090,2667,1
Erebidae,Sphecosoma,albipalpe,1883280196_MNHN_660_0.jpg,Sphecosoma albipalpe,29,5090,2667,1
Geometridae,Eupithecia,nuceistrigata,V12-20140413-078_TESRI_0.jpg,Eupithecia nuceistrigata,37,4794,3198,0
Gelechiidae,Chionodes,soter,1320156669_USNM_7940_0.jpg,Chionodes soter,36,421,369,20
Nymphalidae,Pierella,lena,1039055338_YPM_1357_0.jpg,Pierella lena,65,4037,1666,4
Erebidae,Phoenicoprocta,chamboni,1321499404_USNM_8682_0.jpg,Phoenicoprocta chamboni,29,5090,2667,1
Crambidae,Framinghamia,helvalis,1932753554_MSU_1269_0.jpg,Framinghamia helvalis,22,1196,693,7
Geometridae,Scionomia,sinuosa,V03-20140203-039_TESRI_0.jpg,Scionomia sinuosa,37,4794,3198,0
Hesperiidae,Nyctelius,nyctelius,1039098849_YPM_3887_0.jpg,Nyctelius nyctelius,44,1449,589,3
Geometridae,Idaea,pallidata,3017394555_UTE_79_0.jpg,Idaea pallidata,37,4794,3198,0
Erebidae,Miltochrista,convexa,A37-20151016-067_TESRI_0.jpg,Miltochrista convexa,29,5090,2667,1
Crambidae,Agrotera,posticalis,V38-20180804-209_TESRI_0.jpg,Agrotera posticalis,22,1196,693,7
Pieridae,Phoebis,avellaneda,1039093580_YPM_3165_1.jpg,Phoebis avellaneda,69,3076,852,9
Erebidae,Eilema,griseola,1883280160_MNHN_875_1.jpg,Eilema griseola,29,5090,2667,1
Noctuidae,Feliniopsis,tripunctata,A63-20190128-082_TESRI_0.jpg,Feliniopsis tripunctata,62,3747,2218,2
Pieridae,Pieris,oleracea,1039120103_YPM_1451_0.jpg,Pieris oleracea,69,3076,852,9
Papilionidae,Protesilaus,molops,1039188934_YPM_2960_1.jpg,Protesilaus molops,68,1101,365,11
Nymphalidae,Herona,marathus,1039166987_YPM_3568_0.jpg,Herona marathus,65,4037,1666,4
Geometridae,Hydriomena,glaucata,2432337202_CSU_592_0.jpg,Hydriomena glaucata,37,4794,3198,0
Geometridae,Digrammia,extenuata,1317798720_USNM_6962_0.jpg,Digrammia extenuata,37,4794,3198,0
Saturniidae,Arsenura,beebei,1039105204_YPM_2896_1.jpg,Arsenura beebei,79,668,312,18
Geometridae,Scopula,annularia,1836100166_NHMUK_2714_0.jpg,Scopula annularia,37,4794,3198,0
Geometridae,Hypochrosis,sternaria,1836100519_NHMUK_6139_0.jpg,Hypochrosis sternaria,37,4794,3198,0
Erebidae,Oraesia,excavata,A35-20160111-004_TESRI_0.jpg,Oraesia excavata,29,5090,2667,1
Erebidae,Microlithosia,umbripuncta,1883280154_MNHN_613_0.jpg,Microlithosia umbripuncta,29,5090,2667,1
Erebidae,Catocala,judith,1039073997_YPM_115_0.jpg,Catocala judith,29,5090,2667,1
Geometridae,Schistophyle,falcifera,A32-20120523-121_TESRI_0.jpg,Schistophyle falcifera,37,4794,3198,0
Pieridae,Mylothris,erlangeri,1039078678_YPM_1873_0.jpg,Mylothris erlangeri,69,3076,852,9
Notodontidae,Neodrymonia,basalis,seriatopunctata_V24-20190413-286_TESRI_0.jpg,Neodrymonia basalis,64,739,528,15
Pieridae,Leodonta,zenobina,1056514086_NHMUK_6419_0.jpg,Leodonta zenobina,69,3076,852,9
Geometridae,Lomographa,claripennis,A34-20140226-061_TESRI_0.jpg,Lomographa claripennis,37,4794,3198,0
Noctuidae,Mouralia,tinctoides,2467776799_CSU_1467_0.jpg,Mouralia tinctoides,62,3747,2218,2
Geometridae,Ourapteryx,caecata,A52-20160601-137_TESRI_0.jpg,Ourapteryx caecata,37,4794,3198,0
Hesperiidae,Vettius,richardi,2301951740_YPM_1612_0.jpg,Vettius richardi,44,1449,589,3
Erebidae,Hydrillodes,sechani,1990804988_MNHN_1098_0.jpg,Hydrillodes sechani,29,5090,2667,1
Nymphalidae,Charaxes,zingha,1039177916_YPM_999_0.jpg,Charaxes zingha,65,4037,1666,4
Gelechiidae,Anacampsis,innocuella,1585256797_MISSA_3522_0.jpg,Anacampsis innocuella,36,421,369,20
Geometridae,Ninodes,watanabei,1265611101_NHMUK_6335_0.jpg,Ninodes watanabei,37,4794,3198,0
Pieridae,Catasticta,teutamis,1321692746_USNM_9656_0.jpg,Catasticta teutamis,69,3076,852,9
Geometridae,Ziridava,kanshireiensis,A34-20140826-063_TESRI_0.jpg,Ziridava kanshireiensis,37,4794,3198,0
Geometridae,Nelo,tamfana,1322331038_USNM_10200_0.jpg,Nelo tamfana,37,4794,3198,0
Noctuidae,Euxoa,cursoria,3017417678_UTE_356_0.jpg,Euxoa cursoria,62,3747,2218,2
Erebidae,Mecodina,praecipua,A34-20151006-035_TESRI_0.jpg,Mecodina praecipua,29,5090,2667,1
Noctuidae,Leucania,trifolii,1291692143_NHMUK_1694_0.jpg,Leucania trifolii,62,3747,2218,2
Hesperiidae,Agathymus,indecisa,1039053379_YPM_3704_0.jpg,Agathymus indecisa,44,1449,589,3
Lycaenidae,Cupido,alcetas,3003753503_TAM_475_0.jpg,Cupido alcetas,53,1492,708,6
Noctuidae,Celiptera,carbonensis,1990804908_MNHN_1190_0.jpg,Celiptera carbonensis,62,3747,2218,2
