Family,Subfamily,Genus,Species,SciName,Number,Source,Family_encode,Fam_Sample,Fam_Specie
Erebidae,Aventiinae,Oruza,albigutta,Oruza albigutta,A42-20170814-028,TESRI,27,5150,2706
Papilionidae,Parnassiinae,Parnassius,acco,Parnassius acco,1039139331,YPM,64,1096,364
Notodontidae,Notodontinae,Pheosiopsis,lusciniola,Pheosiopsis lusciniola,A47-20150512-074,TESRI,60,741,530
Lasiocampidae,Lasiocampinae,Eriogaster,lanestris,Eriogaster lanestris,3017390753,UTE,44,159,68
Pieridae,Pierinae,Appias,nephele,Appias nephele,1320842333,USNM,65,3082,856
Erebidae,Calpinae,Plecoptera,violacea,Plecoptera violacea,V20-20160923-018,TESRI,27,5150,2706
Noctuidae,Stiriinae,Stiria,olivalis,Stiria olivalis,1848890340,MISSA,58,3700,2182
Hepialidae,Unassigned,Hepialus,sylvina,Hepialus sylvina,3003624457,TAM,38,33,25
Nymphalidae,Charaxinae,Zaretis,syene,Zaretis syene,1321866185,USNM,61,3999,1655
Gelechiidae,Gelechiinae,Nothris,verbascella,Nothris verbascella,3003741614,TAM,33,410,359
Pieridae,Pierinae,Catasticta,chelidonis,Catasticta chelidonis,1318233488,USNM,65,3082,856
Geometridae,Ennominae,Stenaspilatodes,antidiscaria,Stenaspilatodes antidiscaria,1932625477,MSU,34,4684,3138
Noctuidae,Noctuinae,Agrotis,denticulosa,Agrotis denticulosa,1563875361,MNHN,58,3700,2182
Erebidae,Erebinae,Ostha,diplosticta,Ostha diplosticta,2560744110,UHIM,27,5150,2706
Noctuidae,Acronictinae,Antha,grata,Antha grata,A01-20150407-016,TESRI,58,3700,2182
Crambidae,Pyraustinae,Anania,perlucidalis,Anania perlucidalis,3003619646,TAM,19,1196,693
Lycaenidae,Poritiinae,Epitola,falkensteini,Epitola falkensteini,1039121606,YPM,48,1283,600
Sphingidae,Macroglossinae,Phryxus,caicus,Phryxus caicus,1055333561,NHMUK,79,641,398
Pieridae,Pierinae,Delias,jordani,Delias jordani,1319276567,USNM,65,3082,856
Uraniidae,Epipleminae,Epiplema,obscuraria,Epiplema obscuraria,A41-20180813-186,TESRI,85,70,27
Crambidae,Pyraustinae,Sitochroa,dasconalis,Sitochroa dasconalis,1932752545,MSU,19,1196,693
Noctuidae,Noctuinae,Pseudelaeodes,sogai,Pseudelaeodes sogai,1587261140,MNHN,58,3700,2182
Noctuidae,Cuculliinae,Xanthia,citrago,Xanthia citrago,3017580573,UTE,58,3700,2182
Erebidae,Erebinae,Bastilla,amygdalis,Bastilla amygdalis,A37-20151016-025,TESRI,27,5150,2706
Erebidae,Lymantriinae,Dasychira,manto,Dasychira manto,1848890723,MISSA,27,5150,2706
Nymphalidae,Satyrinae,Stygionympha,dicksoni,Stygionympha dicksoni,1039035656,YPM,61,3999,1655
Riodinidae,Riodininae,Mesosemia,gneris,Mesosemia gneris,1837857846,NHMUK,72,276,148
Zygaenidae,Procridinae,Neoilliberis,fusca,Neoilliberis fusca,1932679016,MSU,89,69,42
Noctuidae,Noctuinae,Papaipema,baptisiae,Papaipema baptisiae,2432339185,CSU,58,3700,2182
Nymphalidae,Charaxinae,Memphis,arginussa,Memphis arginussa,1317781730,USNM,61,3999,1655
Nymphalidae,Satyrinae,Mycalesis,gotama,Mycalesis gotama,1039194085,YPM,61,3999,1655
Geometridae,Geometrinae,Racheospila,glaucomarginaria,Racheospila glaucomarginaria,1318724776,USNM,34,4684,3138
Pyralidae,Phycitinae,Ancylosis,ulmiarrosorella,Ancylosis ulmiarrosorella,1932624530,MSU,71,530,347
Riodinidae,Riodininae,Mesosemia,melpia,Mesosemia melpia,1837857890,NHMUK,72,276,148
Geometridae,Geometrinae,Agathia,laetata,Agathia laetata,A61-20171018-271,TESRI,34,4684,3138
Tortricidae,Olethreutinae,Cydia,splendana,Cydia splendana,3003608910,TAM,84,938,802
Pyralidae,Galleriinae,Aphomia,terrenella,Aphomia terrenella,1932624637,MSU,71,530,347
Geometridae,Larentiinae,Hydriomena,stylites,Hydriomena stylites,1318637726,USNM,34,4684,3138
Geometridae,Ennominae,Aplogompha,chotaria,Aplogompha chotaria,1318660212,USNM,34,4684,3138
Pieridae,Dismorphiinae,Enantia,lina,Enantia lina,1318267163,USNM,65,3082,856
Nymphalidae,Charaxinae,Charaxes,numenes,Charaxes numenes,1039127681,YPM,61,3999,1655
Geometridae,Ennominae,Catoria,olivescens,Catoria olivescens,A43-20170426-226,TESRI,34,4684,3138
Geometridae,Geometrinae,Spaniocentra,hollowayi,Spaniocentra hollowayi,A46-20151111-158,TESRI,34,4684,3138
Noctuidae,Noctuinae,Plagiomimicus,pityochromus,Plagiomimicus pityochromus,1848890635,MISSA,58,3700,2182
Geometridae,Ennominae,Pero,clana,Pero clana,1319257463,USNM,34,4684,3138
Erebidae,Calpinae,Eudocima,procus,Eudocima procus,1946088688,MISSA,27,5150,2706
Erebidae,Catocalinae,Zale,setipes,Zale setipes,2234820991,MISSA,27,5150,2706
Noctuidae,Cuculliinae,Cucullia,fraudatrix,Cucullia fraudatrix,3003614965,TAM,58,3700,2182
Pieridae,Pierinae,Delias,caroli,Delias caroli,1321140600,USNM,65,3082,856
Geometridae,Ennominae,Pterotaea,lira,Pterotaea lira,2432334786,CSU,34,4684,3138
Noctuidae,Noctuinae,Agrotis,liouvillei,Agrotis liouvillei,1434660333,MNHN,58,3700,2182
Pieridae,Pierinae,Delias,alepa,Delias alepa,1317661156,USNM,65,3082,856
Noctuidae,Heliothinae,Erythroecia,suavis,Erythroecia suavis,1585211593,MISSA,58,3700,2182
Erebidae,Arctiinae,Phryganopteryx,convergens,Phryganopteryx convergens,1883279588,MNHN,27,5150,2706
Noctuidae,Noctuinae,Emarginea,gammophora,Emarginea gammophora,1990804951,MNHN,58,3700,2182
Crambidae,Crambinae,Mesolia,bipunctella,Mesolia bipunctella,A35-20140501-051,TESRI,19,1196,693
Geometridae,Ennominae,Pareclipsis,umbrata,Pareclipsis umbrata,A32-20180721-106,TESRI,34,4684,3138
Geometridae,Larentiinae,Psaliodes,fervescens,Psaliodes fervescens,2432288822,CSU,34,4684,3138
Pieridae,Pierinae,Pareronia,ceylanica,Pareronia ceylanica,1318289465,USNM,65,3082,856
Geometridae,Larentiinae,Hydriomena,vulcinaria,Hydriomena vulcinaria,1322970335,USNM,34,4684,3138
Erebidae,Aganainae,Asota,caricae,Asota caricae,V32-20171007-010,TESRI,27,5150,2706
Nymphalidae,Satyrinae,Mycalesis,duponchelii,Mycalesis duponchelii,1039079987,YPM,61,3999,1655
Papilionidae,Papilioninae,Ornithoptera,chimaera,Ornithoptera chimaera,1321672839,USNM,64,1096,364
Sphingidae,Sphinginae,Pseudoangonyx,excellens,Pseudoangonyx excellens,1882416107,NHMUK,79,641,398
Hesperiidae,Hesperiinae,Poanes,massasoit,Poanes massasoit,1039203847,YPM,39,1463,597
Erebidae,Erebinae,Maxera,laportei,Maxera laportei,1612096015,MNHN,27,5150,2706
Uraniidae,Epipleminae,Oroplema,plagifera,Oroplema plagifera,A38-20140325-114,TESRI,85,70,27
Notodontidae,Unassigned,Lusura,ancha,Lusura ancha,1702764255,USNM,60,741,530
Depressariidae,Depressariinae,Agonopterix,capreolella,Agonopterix capreolella,3003607828,TAM,20,29,29
Gracillariidae,Gracillariinae,Caloptilia,bimaculatella,Caloptilia bimaculatella,1585244500,MISSA,36,65,64
Geometridae,Ennominae,Anectropis,semifascia,Anectropis semifascia,V12-20131028-007,TESRI,34,4684,3138
Geometridae,Ennominae,Digrammia,triviata,Digrammia triviata,1932764528,MSU,34,4684,3138
Pieridae,Coliadinae,Gandaca,butyrosa,Gandaca butyrosa,1317622945,USNM,65,3082,856
Papilionidae,Papilioninae,Parides,zacynthus,Parides zacynthus,1319659698,USNM,64,1096,364
Nymphalidae,Charaxinae,Fountainea,eurypyle,Fountainea eurypyle,1039193550,YPM,61,3999,1655
Nymphalidae,Heliconiinae,Terinos,atlita,Terinos atlita,1039031370,YPM,61,3999,1655
Nymphalidae,Satyrinae,Ptychandra,leucogyne,Ptychandra leucogyne,1837857435,NHMUK,61,3999,1655
Noctuidae,Noctuinae,Mythimna,exsanguis,Mythimna exsanguis,V34-20180123-004,TESRI,58,3700,2182
Pieridae,Pierinae,Euchloe,guaymasensis,Euchloe guaymasensis,2432283981,CSU,65,3082,856
Erebidae,Calpinae,Hyposemansis,albipunctata,Hyposemansis albipunctata,A41-20180813-013,TESRI,27,5150,2706
Pieridae,Pseudopontiinae,Pseudopontia,paradoxa,Pseudopontia paradoxa,1321568921,USNM,65,3082,856
Noctuidae,Acronictinae,Madeuplexia,retorta,Madeuplexia retorta,1426631328,MNHN,58,3700,2182
Nymphalidae,Satyrinae,Bicyclus,collinsi,Bicyclus collinsi,1039058674,YPM,61,3999,1655
Pieridae,Pierinae,Delias,periboea,Delias periboea,1317903835,USNM,65,3082,856
Ethmiidae,Ethmiinae,Ethmia,zavalla,Ethmia zavalla,1320902135,USNM,29,69,53
Nymphalidae,Limenitidinae,Euphaedra,xypete,Euphaedra xypete,1039081590,YPM,61,3999,1655
Geometridae,Ennominae,Odontopera,bidentata,Odontopera bidentata,3017394720,UTE,34,4684,3138
Depressariidae,Depressariinae,Agonopterix,fusciterminella,Agonopterix fusciterminella,1585260297,MISSA,20,29,29
Hesperiidae,Pyrginae,Achlyodes,thraso,Achlyodes thraso,1981439556,MISSA,39,1463,597
Erebidae,Arctiinae,Phaeomolis,bertrandi,Phaeomolis bertrandi,1883279844,MNHN,27,5150,2706
Tortricidae,Olethreutinae,Pammene,regiana,Pammene regiana,1848889699,MISSA,84,938,802
Geometridae,Ennominae,Semiothisa,maculicosta,Semiothisa maculicosta,1318234134,USNM,34,4684,3138
Tortricidae,Olethreutinae,Eudemis,porphyrana,Eudemis porphyrana,3003610663,TAM,84,938,802
Nymphalidae,Limenitidinae,Neptis,barnsi,Neptis barnsi,1837858443,NHMUK,61,3999,1655
Gelechiidae,Anacampsinae,Battaristis,vittella,Battaristis vittella,1838844924,MISSA,33,410,359
Nymphalidae,Limenitidinae,Limenitis,populi,Limenitis populi,1039196845,YPM,61,3999,1655
Erebidae,Erebinae,Siavana,repanda,Siavana repanda,2234826748,MISSA,27,5150,2706
Tortricidae,Olethreutinae,Pelochrista,quinquemaculana,Pelochrista quinquemaculana,1585219660,MISSA,84,938,802
Nymphalidae,Morphinae,Eryphanis,reevesii,Eryphanis reevesii,1039082039,YPM,61,3999,1655
Pieridae,Pierinae,Delias,sagessa,Delias sagessa,1837858588,NHMUK,65,3082,856
Lycaenidae,Polyommatinae,Chilades,eleusis,Chilades eleusis,1039050555,YPM,48,1283,600
Erebidae,Lymantriinae,Euproctis,purpureofasciata,Euproctis purpureofasciata,A58-20180303-017,TESRI,27,5150,2706
Noctuidae,Noctuinae,Iodopepla,ualbum,Iodopepla ualbum,2580052245,CSU,58,3700,2182
Erebidae,Arctiinae,Elysius,rubicundus,Elysius rubicundus,1883279874,MNHN,27,5150,2706
Geometridae,Sterrhinae,Idaea,seriata,Idaea seriata,1825866311,NHMUK,34,4684,3138
Noctuidae,Noctuinae,Luceria,oculalis,Luceria oculalis,A54-20160531-026,TESRI,58,3700,2182
Nymphalidae,Morphinae,Dynastor,darius,Dynastor darius,1039059987,YPM,61,3999,1655
Tortricidae,Tortricinae,Cenopis,reticulatana,Cenopis reticulatana,1585227020,MISSA,84,938,802
Drepanidae,Thyatirinae,Achlya,flavicornis,Achlya flavicornis,1826026718,NHMUK,21,318,131
Noctuidae,Pantheinae,Panthea,guatemala,Panthea guatemala,1838868879,MISSA,58,3700,2182
Gelechiidae,Gelechiinae,Pseudochelaria,walsinghami,Pseudochelaria walsinghami,1318422417,USNM,33,410,359
Geometridae,Ennominae,Heterolocha,laminaria,Heterolocha laminaria,3003692357,TAM,34,4684,3138
Pieridae,Coliadinae,Phoebis,editha,Phoebis editha,1321621974,USNM,65,3082,856
Noctuidae,Noctuinae,Euplexidia,angusta,Euplexidia angusta,V37-20181112-066,TESRI,58,3700,2182
Papilionidae,Papilioninae,Papilio,hospiton,Papilio hospiton,3017624249,UTE,64,1096,364
Nymphalidae,Biblidinae,Pyrrhogyra,otolais,Pyrrhogyra otolais,2301952230,YPM,61,3999,1655
Erebidae,Ctenuchinae,Paramevania,inconspicua,Paramevania inconspicua,1883280260,MNHN,27,5150,2706
Noctuidae,Noctuinae,Mythimna,pudorina,Mythimna pudorina,3003614362,TAM,58,3700,2182
Erebidae,Hypeninae,Hypena,uncipennis,Hypena uncipennis,A37-20150610-012,TESRI,27,5150,2706
Oecophoridae,Depressariinae,Eupragia,hospita,Eupragia hospita,1320651717,USNM,62,70,65
Limacodidae,Unassigned,Belippa,horrida,Belippa horrida,A46-20160223-082,TESRI,47,150,72
Noctuidae,Cuculliinae,Homoglaea,carbonaria,Homoglaea carbonaria,2432341214,CSU,58,3700,2182
Erebidae,Syntominae,Dysauxes,ancilla,Dysauxes ancilla,3003658888,TAM,27,5150,2706
Oecophoridae,Depressariinae,Depressaria,pulcherrimella,Depressaria pulcherrimella,3003611731,TAM,62,70,65
Hesperiidae,Pyrginae,Phocides,pigmalion,Phocides pigmalion,1838853834,MISSA,39,1463,597
Noctuidae,Noctuinae,Spodoptera,cilium,Spodoptera cilium,B12-20120921-009,TESRI,58,3700,2182
Nymphalidae,Satyrinae,Ypthima,watsoni,Ypthima watsoni,1056214883,NHMUK,61,3999,1655
Papilionidae,Papilioninae,Papilio,chikae,Papilio chikae,1039191333,YPM,64,1096,364
Oecophoridae,Oecophorinae,Epicallima,nathrax,Epicallima nathrax,1322179610,USNM,62,70,65
Geometridae,Sterrhinae,Antilycauges,pinguis,Antilycauges pinguis,A53-20150806-015,TESRI,34,4684,3138
Erebidae,Lymantriinae,Leucoma,clara,Leucoma clara,A61-20170822-053,TESRI,27,5150,2706
Gelechiidae,Dichomeridinae,Helcystogramma,trijunctum,Helcystogramma trijunctum,A35-20130417-095,TESRI,33,410,359
Erebidae,Arctiinae,Halysidota,tessellaris,Halysidota tessellaris,1838866230,MISSA,27,5150,2706
Lasiocampidae,Lasiocampinae,Dendrolimus,punctatus,Dendrolimus punctatus,A32-20111123-003,TESRI,44,159,68
Oecophoridae,Oecophorinae,Pseuderotis,obiterella,Pseuderotis obiterella,1585243392,MISSA,62,70,65
Lycaenidae,Theclinae,Callophrys,affinis,Callophrys affinis,1039174786,YPM,48,1283,600
Nymphalidae,Satyrinae,Oeneis,jutta,Oeneis jutta,3003609252,TAM,61,3999,1655
Pieridae,Pierinae,Pieris,rapae,Pieris rapae,1320586283,USNM,65,3082,856
Hesperiidae,Pyrginae,Chioides,ixion,Chioides ixion,1039044372,YPM,39,1463,597
Erebidae,Aventiinae,Corgatha,atrifalcis,Corgatha atrifalcis,A58-20181007-083,TESRI,27,5150,2706
Erebidae,Arctiinae,Lemyra,imparilis,Lemyra imparilis,A58-20181007-034,TESRI,27,5150,2706
Lycaenidae,Theclinae,Philiris,petriei,Philiris petriei,2236803864,NHMUK,48,1283,600
Geometridae,Ennominae,Achrosis,rufescens,Achrosis rufescens,A47-20150512-050,TESRI,34,4684,3138
Hesperiidae,Hesperiinae,Poanes,yehl,Poanes yehl,2432268406,CSU,39,1463,597
Geometridae,Sterrhinae,Perixera,minorata,Perixera minorata,dubiosa,A75-20190408-027,34,4684,3138
Riodinidae,Riodininae,Emesis,godartii,Emesis godartii,1039079033,YPM,72,276,148
Pieridae,Pierinae,Delias,momea,Delias momea,1322034226,USNM,65,3082,856
Elachistidae,Stenomatinae,Antaeotricha,humilis,Antaeotricha humilis,1585268060,MISSA,22,25,24
Pterophoridae,Pterophorinae,Hellinsia,paleaceus,Hellinsia paleaceus,1882809180,MISSA,70,43,39
Saturniidae,Arsenurinae,Dysdaemonia,boreas,Dysdaemonia boreas,1039169239,YPM,74,676,311
Lycaenidae,Polyommatinae,Pseudophilotes,vicrama,Pseudophilotes vicrama,3003614568,TAM,48,1283,600
Erebidae,Arctiinae,Spilosoma,pseudambrensis,Spilosoma pseudambrensis,1883279597,MNHN,27,5150,2706
Papilionidae,Papilioninae,Parides,eurimedes,Parides eurimedes,2283532668,YPM,64,1096,364
Noctuidae,Acontiinae,Deltote,preapicilinea,Deltote preapicilinea,1426045776,MNHN,58,3700,2182
Geometridae,Geometrinae,Thalassodes,depulsata,Thalassodes depulsata,1826441633,NHMUK,34,4684,3138
Geometridae,Larentiinae,Zerynthia,polyxena,Zerynthia polyxena,3003652338,TAM,34,4684,3138
Pieridae,Pierinae,Catasticta,watkinsi,Catasticta watkinsi,1322222606,USNM,65,3082,856
Pieridae,Pierinae,Catasticta,toca,Catasticta toca,1322377508,USNM,65,3082,856
Saturniidae,Arsenurinae,Titaea,lemoulti,Titaea lemoulti,1039063661,YPM,74,676,311
Erebidae,Erebinae,Sosxetra,grata,Sosxetra grata,2234825186,MISSA,27,5150,2706
Noctuidae,Noctuinae,Procrateria,malagassa,Procrateria malagassa,1563875397,MNHN,58,3700,2182
Papilionidae,Papilioninae,Ornithoptera,tithonus,Ornithoptera tithonus,2446104808,NHMUK,64,1096,364
Pieridae,Coliadinae,Eurema,hapale,Eurema hapale,1039060991,YPM,65,3082,856
Erebidae,Arctiinae,Elysius,disciplaga,Elysius disciplaga,1838878731,MISSA,27,5150,2706
Pieridae,Pierinae,Colotis,guenei,Colotis guenei,1319676780,USNM,65,3082,856
Lasiocampidae,Lasiocampinae,Takanea,excisa,Takanea excisa,excisa,V12-20130927-026,44,159,68
Noctuidae,Noctuinae,Euplexidia,angusta,Euplexidia angusta,A35-20131202-006,TESRI,58,3700,2182
Geometridae,Larentiinae,Perizoma,albifascia,Perizoma albifascia,1320336059,USNM,34,4684,3138
Limacodidae,Unassigned,Phobetron,dyari,Phobetron dyari,2013055496,MISSA,47,150,72
Nymphalidae,Charaxinae,Prepona,demophoon,Prepona demophoon,1319414394,USNM,61,3999,1655
Nymphalidae,Limenitidinae,Pseudacraea,dolomena,Pseudacraea dolomena,1039150695,YPM,61,3999,1655
Saturniidae,Ceratocampinae,Eacles,imperialis,Eacles imperialis,1039095027,YPM,74,676,311
Pieridae,Pierinae,Delias,weiskei,Delias weiskei,1319024770,USNM,65,3082,856
Pieridae,Pierinae,Delias,roepkei,Delias roepkei,1318211606,USNM,65,3082,856
Tortricidae,Olethreutinae,Epiblema,grandaevana,Epiblema grandaevana,3003614651,TAM,84,938,802
Nolidae,Nolinae,Meganola,insolitalis,Meganola insolitalis,1883279728,MNHN,59,318,153
Papilionidae,Papilioninae,Papilio,weymeri,Papilio weymeri,1039056708,YPM,64,1096,364
Noctuidae,Cuculliinae,Anathix,ralla,Anathix ralla,2268760652,MISSA,58,3700,2182
Pieridae,Pierinae,Hesperocharis,crocea,Hesperocharis crocea,1039054253,YPM,65,3082,856
Erebidae,Lithosiinae,Cisthene,plumbea,Cisthene plumbea,1838850933,MISSA,27,5150,2706
Nymphalidae,Morphinae,Caligo,beltrao,Caligo beltrao,1039156967,YPM,61,3999,1655
Noctuidae,Plusiinae,Chrysodeixis,taiwani,Chrysodeixis taiwani,V37-20180521-293,TESRI,58,3700,2182
Geometridae,Ennominae,Ilexia,intractata,Ilexia intractata,1932763370,MSU,34,4684,3138
Noctuidae,Noctuinae,Egira,rubrica,Egira rubrica,2804292356,CSU,58,3700,2182
Crambidae,Pyraustinae,Fumibotys,fumalis,Fumibotys fumalis,1932751395,MSU,19,1196,693
Erebidae,Boletobiinae,Tamba,ochra,Tamba ochra,V36-20181215-031,TESRI,27,5150,2706
Tortricidae,Olethreutinae,Pelochrista,palabundana,Pelochrista palabundana,1838881473,MISSA,84,938,802
Nymphalidae,Limenitidinae,Pantoporia,hordonia,Pantoporia hordonia,1039129960,YPM,61,3999,1655
Erebidae,Arctiinae,Eugoa,sinuata,Eugoa sinuata,V04-20130606-161,TESRI,27,5150,2706
Uraniidae,Epipleminae,Oroplema,oyamana,Oroplema oyamana,V04-20130606-155,TESRI,85,70,27
Sesiidae,Sesiinae,Carmenta,wellerae,Carmenta wellerae,1932662109,MSU,78,114,89
Geometridae,Geometrinae,Nemoria,dyarii,Nemoria dyarii,1319790548,USNM,34,4684,3138
Pyralidae,Chrysauginae,Cryptoses,waagei,Cryptoses waagei,1265651401,NHMUK,71,530,347
Geometridae,Oenochrominae,Sarcinodes,yayeyamana,Sarcinodes yayeyamana,A35-20190424-067,TESRI,34,4684,3138
Sphingidae,Sphinginae,Sagenosoma,elsa,Sagenosoma elsa,1585211748,MISSA,79,641,398
Geometridae,Larentiinae,Ecliptopera,rectilinea,Ecliptopera rectilinea,kanshinensis,V10-20141220-009,34,4684,3138
Tortricidae,Tortricinae,Acleris,stadiana,Acleris stadiana,1318064449,USNM,84,938,802
Erebidae,Erebinae,Ophiusa,dianaris,Ophiusa dianaris,1990805131,MNHN,27,5150,2706
Nymphalidae,Nymphalinae,Thessalia,theona,Thessalia theona,1039104762,YPM,61,3999,1655
Nolidae,Chloephorinae,Narangodes,confluens,Narangodes confluens,A52-20151110-163,TESRI,59,318,153
Geometridae,Ennominae,Diplurodes,vestita,Diplurodes vestita,fuscovestita,V04-20130411-040,34,4684,3138
Papilionidae,Papilioninae,Cressida,cressida,Cressida cressida,1321497909,USNM,64,1096,364
Noctuidae,Noctuinae,Athetis,brunneolineosa,Athetis brunneolineosa,A41-20180226-110,TESRI,58,3700,2182
Erebidae,Hypeninae,Hypena,cyanea,Hypena cyanea,A35-20190424-022,TESRI,27,5150,2706
Geometridae,Sterrhinae,Cyclophora,myrtaria,Cyclophora myrtaria,2432330259,CSU,34,4684,3138
Noctuidae,Acronictinae,Andropolia,aedon,Andropolia aedon,2432301693,CSU,58,3700,2182
Pieridae,Pierinae,Belenois,raffrayi,Belenois raffrayi,1039033735,YPM,65,3082,856
Geometridae,Ennominae,Microgonia,sixola,Microgonia sixola,1317813528,USNM,34,4684,3138
Notodontidae,Spataliinae,Spatalia,jezoensis,Spatalia jezoensis,3003643208,TAM,60,741,530
Saturniidae,Hemileucinae,Hemileuca,lucina,Hemileuca lucina,1039079324,YPM,74,676,311
Pieridae,Pierinae,Cepora,celebensis,Cepora celebensis,1318265910,USNM,65,3082,856
Erebidae,Arctiinae,Amsactoides,solitaria,Amsactoides solitaria,V32-20171216-048,TESRI,27,5150,2706
Tortricidae,Olethreutinae,Ancylis,myrtillana,Ancylis myrtillana,1846473619,MISSA,84,938,802
Crambidae,Scopariinae,Eudonia,laetella,Eudonia laetella,3003648296,TAM,19,1196,693
Papilionidae,Papilioninae,Parides,vertumnus,Parides vertumnus,1039069233,YPM,64,1096,364
Noctuidae,Noctuinae,Trichordestra,legitima,Trichordestra legitima,2432342385,CSU,58,3700,2182
Noctuidae,Cuculliinae,Epicausis,vaovao,Epicausis vaovao,1587261209,MNHN,58,3700,2182
Geometridae,Ennominae,Biston,robustum,Biston robustum,subrobustum,A47-20150512-060,34,4684,3138
Noctuidae,Noctuinae,Apamea,epomidion,Apamea epomidion,3003751930,TAM,58,3700,2182
Riodinidae,Nemeobiinae,Hamearis,lucina,Hamearis lucina,3017401569,UTE,72,276,148
Nymphalidae,Heliconiinae,Argynnis,adippe,Argynnis adippe,3017394497,UTE,61,3999,1655
Nymphalidae,Satyrinae,Calisto,pulchella,Calisto pulchella,1039188806,YPM,61,3999,1655
Nymphalidae,Danainae,Euploea,boisduvalii,Euploea boisduvalii,1039077357,YPM,61,3999,1655
Geometridae,Ennominae,Speranza,pallipennata,Speranza pallipennata,1932765459,MSU,34,4684,3138
Noctuidae,Cuculliinae,Xanthia,tatago,Xanthia tatago,2268760314,MISSA,58,3700,2182
Noctuidae,Plusiinae,Ctenoplusia,dargei,Ctenoplusia dargei,1883280731,MNHN,58,3700,2182
Gelechiidae,Gelechiinae,Chionodes,rector,Chionodes rector,1319522502,USNM,33,410,359
Noctuidae,Noctuinae,Callicereon,mabillei,Callicereon mabillei,1587260954,MNHN,58,3700,2182
Geometridae,Ennominae,Luxiaria,mitorrhaphes,Luxiaria mitorrhaphes,A37-20160504-115,TESRI,34,4684,3138
Noctuidae,Noctuinae,Hydraecia,petasitis,Hydraecia petasitis,3017576498,UTE,58,3700,2182
Noctuidae,Plusiinae,Ctenoplusia,placida,Ctenoplusia placida,A48-20160601-265,TESRI,58,3700,2182
Crambidae,Pyraustinae,Anania,stachydalis,Anania stachydalis,2252442486,NHMUK,19,1196,693
Nymphalidae,Heliconiinae,Acraea,damii,Acraea damii,1039153096,YPM,61,3999,1655
Nymphalidae,Heliconiinae,Boloria,chariclea,Boloria chariclea,1039064094,YPM,61,3999,1655
Geometridae,Ennominae,Macaria,loricaria,Macaria loricaria,3003610114,TAM,34,4684,3138
Pieridae,Coliadinae,Eurema,phiale,Eurema phiale,1317759458,USNM,65,3082,856
Nymphalidae,Limenitidinae,Nymphalis,xanthomelas,Nymphalis xanthomelas,3017446659,UTE,61,3999,1655
Pieridae,Pierinae,Glutophrissa,drusilla,Glutophrissa drusilla,1321768310,USNM,65,3082,856
Noctuidae,Noctuinae,Globia,sparganii,Globia sparganii,1847687459,NHMUK,58,3700,2182
Erebidae,Arctiinae,Eilema,karenkona,Eilema karenkona,A37-20131201-020,TESRI,27,5150,2706
Crambidae,Spilomelinae,Pleuroptya,chlorophanta,Pleuroptya chlorophanta,A38-20160811-054,TESRI,19,1196,693
