,Taxon,Sex,Name,Suborder,Family,Species
1178,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Eugoa formosicola,Female,Eugoa formosicola_female,Macroheterocera,Erebidae,Eugoa formosicola
1179,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Eugoa grisea,Male,Eugoa grisea_male_Fushan_11-IV-2015_SWu_12_1_800,Macroheterocera,Erebidae,Eugoa grisea
1180,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Eugoa sinuata,Male,Eugoa sinuata Wileman 1914_male_800,Macroheterocera,Erebidae,Eugoa sinuata
1181,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Eugoa sinuata,Female,Eugoa sinuata_female_Sinbaiyang_20-X-2009_LCShihi_ESRI_1,Macroheterocera,Erebidae,Eugoa sinuata
1182,Macroheterocera|Erebidae|Boletobiinae|Eugraptoblemma pictalis,Male,Eugraptoblemma pictalis_male_Shikanshuei_8-VI-2016_SWu&WCChang_03,Macroheterocera,Erebidae,Eugraptoblemma pictalis
1183,Macroheterocera|Notodontidae|Euhampsonia formosana,Male,Euhampsonia formosana _male_66mm_MOH,Macroheterocera,Notodontidae,Euhampsonia formosana
1184,Macroheterocera|Geometridae|Larentiinae|Gandaritis subalba,Female,Eulithis subalba_female_Yulao_19-V-2015_49_1_1_1_800px,Macroheterocera,Geometridae,Gandaritis subalba
1185,Macroheterocera|Geometridae|Desmobathrinae|Eumelea ludovicata,Female,Eumelea ludovicata_female,Macroheterocera,Geometridae,Eumelea ludovicata
1186,Macroheterocera|Geometridae|Desmobathrinae|Eumelea ludovicata,Male,Eumelea ludovicata_male_SWUBR2019-229_1800,Macroheterocera,Geometridae,Eumelea ludovicata
1187,Microlepidoptera|Crambidae|Eumorphobotys eumorphalis,Female,Eumorphobotys eumorphalis 黄翅雙叉端環野螟蛾_33mm_female_ESRI_1,Microlepidoptera,Crambidae,Eumorphobotys eumorphalis
1188,Macroheterocera|Geometridae|Larentiinae|Eupithecia astricta,Female,Eupithecia astricta_female_Tianshi_CCMF_01dissected20200512,Macroheterocera,Geometridae,Eupithecia astricta
1189,Macroheterocera|Noctuidae|Xyleninae|Euplexia albirena,Male,Euplexia albirena_male_800px,Macroheterocera,Noctuidae,Euplexia albirena
1190,Macroheterocera|Noctuidae|Xyleninae|Euplexia chlorerythra,Female,Euplexia chlorerythra_female_MSE2000_20-XI-2015_SWu&JCHuang_005_800,Macroheterocera,Noctuidae,Euplexia chlorerythra
1191,Macroheterocera|Noctuidae|Xyleninae|Euplexia chlorerythra,Male,Euplexia chlorerythra_male_MSE2000_18-XI-2015_SWu&JCHuang_007_800,Macroheterocera,Noctuidae,Euplexia chlorerythra
1192,Macroheterocera|Noctuidae|Xyleninae|Euplexia pali,Female,"Euplexia pali Hreblay & Ronkay, 1998_female_TFRI_078",Macroheterocera,Noctuidae,Euplexia pali
1193,Macroheterocera|Noctuidae|Xyleninae|Euplexia pali,Male,Euplexia pali_male_800px,Macroheterocera,Noctuidae,Euplexia pali
1194,Macroheterocera|Noctuidae|Xyleninae|Euplexia pali,Male,Euplexia pali_male_SWUBR2018-044_01,Macroheterocera,Noctuidae,Euplexia pali
1195,Macroheterocera|Noctuidae|Xyleninae|Euplexidia angusta,Male,Euplexidia angusta_male_800px,Macroheterocera,Noctuidae,Euplexidia angusta
1196,Macroheterocera|Noctuidae|Xyleninae|Euplexidia exotica,Male,Euplexidia exotica_male_800px,Macroheterocera,Noctuidae,Euplexidia exotica
1197,Macroheterocera|Noctuidae|Xyleninae|Euplexidia pallidivirens,Female,Euplexidia pallidivirens_female_Cien_7-VI-2013_SWu&WCChang_018_1_800,Macroheterocera,Noctuidae,Euplexidia pallidivirens
1198,Macroheterocera|Noctuidae|Xyleninae|Euplexidia pallidivirens,Female,Euplexidia pallidivirens_female_TaipingHostel_26-X-2018_03_1800,Macroheterocera,Noctuidae,Euplexidia pallidivirens
1199,Macroheterocera|Noctuidae|Xyleninae|Euplexidia pallidivirens,Male,Euplexidia pallidivirens_male_800px,Macroheterocera,Noctuidae,Euplexidia pallidivirens
1200,Macroheterocera|Erebidae,Female,Euplocia membliaria_NMNS 725-397-1,Macroheterocera,Erebidae,Euplocia membliaria
1201,Macroheterocera|Erebidae|Lymantriinae|Euproctis kanshireia,Male,Euproctis kanshireia_male_Kantoushan_29-III-2014_002_800,Macroheterocera,Erebidae,Euproctis kanshireia
1202,Macroheterocera|Erebidae|Lymantriinae|Euproctis marginata insulata,Male,Euproctis marginata insulata_male_Meifeng-14-II-2012)SWu&WCChang-35_mana,Macroheterocera,Erebidae,Euproctis marginata insulata
1203,Macroheterocera|Erebidae|Lymantriinae|Euproctis nigricauda,Male,Euproctis nigricauda_male_FBG_10-IV-2015_SWu&WCChang_29_1_2400,Macroheterocera,Erebidae,Euproctis nigricauda
1204,Macroheterocera|Erebidae|Lymantriinae|Euproctis nigricauda,Male,Euproctis nigricauda_male_FBG_10-IV-2015_SWu&WCChang_29_1_2400____________,Macroheterocera,Erebidae,Euproctis nigricauda
1205,Macroheterocera|Erebidae|Lymantriinae|Euproctis nigricauda,Male,Euproctis nigricauda_male_TFRI00117734_FBG_25-II-2010_SWu-16_mana,Macroheterocera,Erebidae,Euproctis nigricauda
1206,Macroheterocera|Erebidae|Lymantriinae|Euproctis purpureofasciata,Male,Euproctis purpureofasciata_male_Galahe_25-VIII-2010_SWu-17_800ori,Macroheterocera,Erebidae,Euproctis purpureofasciata
1207,Macroheterocera|Erebidae|Lymantriinae|Euproctis staudingeri,Male,Euproctis staudingeri_male_Meifeng_29-VI-2012_022_800,Macroheterocera,Erebidae,Euproctis staudingeri
1208,Macroheterocera|Erebidae|Lymantriinae|Euproctis taiwana,Male,Euproctis taiwana_male_Sianjiyen_23-IV-2016_SWu_001,Macroheterocera,Erebidae,Euproctis taiwana
1209,Macroheterocera|Noctuidae|Xyleninae|Eupsilia baoshinchangi,Female,Eupsilia baochinchangi_female_NSMT2015_196_1 copy,Macroheterocera,Noctuidae,Eupsilia baoshinchangi
1210,Macroheterocera|Noctuidae|Xyleninae|Eupsilia baoshinchangi,Female,Eupsilia baoshinchangi_female_NSMT2015_196_1_800px,Macroheterocera,Noctuidae,Eupsilia baoshinchangi
1211,Macroheterocera|Noctuidae|Xyleninae|Eupsilia baoshinchangi,Male,Eupsilia baoshinchangi_male_Meifeng-14-II-2012)SWu&WCChang_800px,Macroheterocera,Noctuidae,Eupsilia baoshinchangi
1212,Macroheterocera|Noctuidae|Xyleninae|Eupsilia confusa,Male,"Eupsilia confusa Owada & Kobayashi, 1993_male_Meifeng-14-II-2012)SWu&WCChang_800px",Macroheterocera,Noctuidae,Eupsilia confusa
1213,Macroheterocera|Noctuidae|Xyleninae|Eupsilia confusa,Male,Eupsilia confusa_female_NSMT2015_194_1_800,Macroheterocera,Noctuidae,Eupsilia confusa
1214,Macroheterocera|Noctuidae|Xyleninae|Eupsilia confusa,Male,Eupsilia confusa_male_Wulig_16-XII-2018_CHMa,Macroheterocera,Noctuidae,Eupsilia confusa
1215,Macroheterocera|Noctuidae|Xyleninae|Eupsilia shyu,Female,"Eupsilia shyu Chang, 1991_female_Ci'en_18-XII-2012_SWu&MOwada_800px",Macroheterocera,Noctuidae,Eupsilia shyu
1216,Macroheterocera|Noctuidae|Xyleninae|Eupsilia shyu,Male,Eupsilia shyu_ TFRI00128854_800ori,Macroheterocera,Noctuidae,Eupsilia shyu
1217,Macroheterocera|Noctuidae|Xyleninae|Eupsilia shyu,Male,Eupsilia shyu_male_NSMT2015_198_1_800,Macroheterocera,Noctuidae,Eupsilia shyu
1218,Macroheterocera|Noctuidae|Xyleninae|Eupsilia strigifera,Male,Eupsilia strigifera_male_NSMT2015_204_1_800,Macroheterocera,Noctuidae,Eupsilia strigifera
1219,Macroheterocera|Noctuidae|Xyleninae|Eupsilia tripunctata,Male,Eupsilia tripunctata_male_Tsueifeng,Macroheterocera,Noctuidae,Eupsilia tripunctata
1220,Macroheterocera|Noctuidae|Xyleninae|Eupsilia tripunctata,Male,Eupsilia tripunctata_male_Yulao_1-III-2019_CHMa_01,Macroheterocera,Noctuidae,Eupsilia tripunctata
1221,Macroheterocera|Noctuidae|Xyleninae|Eupsilia virescens,Male,"Eupsilia virescens Yoshimoto, 1985_male_Tatajia_21-II-2012_SWu&WCCHang_800px",Macroheterocera,Noctuidae,Eupsilia virescens
1222,Macroheterocera|Noctuidae|Xyleninae|Eupsilia virescens,Female,Eupsilia virescens_female_800px,Macroheterocera,Noctuidae,Eupsilia virescens
1223,Macroheterocera|Noctuidae|Xyleninae|Eupsilia virescens,Male,Eupsilia virescens_female_NSMT2015_200_1_800,Macroheterocera,Noctuidae,Eupsilia virescens
1224,Macroheterocera|Geometridae|Larentiinae|Euryobeidia languidata languidata,Male,Euryobeidia languidata_male_Tianwan_8-VI-2013_SWu_01,Macroheterocera,Geometridae,Euryobeidia languidata languidata
1225,Microlepidoptera|Crambidae|Eusabena miltochristalis,Female,Eusabena miltochristalis 美苔廣軀野螟蛾_24mm_female_ESRI_1,Microlepidoptera,Crambidae,Eusabena miltochristalis
1226,Macroheterocera|Notodontidae|Eushachia acyptera insido,Male,Eushachia acyptera insido_male_Meifeng_20-VII-2015_71_1_1_800px,Macroheterocera,Notodontidae,Eushachia acyptera insido
1227,Macroheterocera|Geometridae|Larentiinae|Eustroma changi,Male,Eustroma changi_male_800px,Macroheterocera,Geometridae,Eustroma changi
1228,Macroheterocera|Geometridae|Larentiinae|Eustroma contorta,Male,Eustroma contortum_male_FBG_10-IV-2015_SWu&WCChang_08,Macroheterocera,Geometridae,Eustroma contorta
1229,Macroheterocera|Geometridae|Larentiinae|Eustroma melancholica interrupta,Male,Eustroma melancholica_male_800,Macroheterocera,Geometridae,Eustroma melancholica interrupta
1230,Macroheterocera|Euteliidae|Eutelia adulatricoides,Male,"Eutelia adulatricoides (Mell, 1943)_female_Beitou_23-V-2012_SFYu(breeding)_800px",Macroheterocera,Euteliidae,Eutelia adulatricoides
1231,Macroheterocera|Euteliidae|Aplotelia diplographa,Male,Eutelia diplographa_male_16-X-2006_SWu_01_1,Macroheterocera,Euteliidae,Aplotelia diplographa
1232,Macroheterocera|Euteliidae|Eutelia geyeri,Male,Eutelia geyeri_male_MOH,Macroheterocera,Euteliidae,Eutelia geyeri
1233,Macroheterocera|Lasiocampidae|Euthrix nigropuncta,Male,"Euthrix nigropuncta (Wileman, 1910)_淡紋枯葉蛾_male_中寮龍鳳瀑布_CB011_800px",Macroheterocera,Lasiocampidae,Euthrix nigropuncta
1234,Macroheterocera|Lasiocampidae|Euthrix tamahonis,Female,Euthrix ochreipuncta_female_Guanwu_17-VI-2015_SWu&MOwada_001_1_800,Macroheterocera,Lasiocampidae,Euthrix tamahonis
1235,Macroheterocera|Lasiocampidae|Euthrix tamahonis,Female,Euthrix ochreipuncta_female__Cien_20-VIII-2015_02_1,Macroheterocera,Lasiocampidae,Euthrix tamahonis
1236,Macroheterocera|Lasiocampidae|Euthrix ochreipuncta,Male,Euthrix ochreipuncta_male,Macroheterocera,Lasiocampidae,Euthrix ochreipuncta
1237,Macroheterocera|Lasiocampidae|Euthrix orboy occasialis,Male,Euthrix ochreipuncta_male_43mm_800,Macroheterocera,Lasiocampidae,Euthrix orboy occasialis
1238,Macroheterocera|Lasiocampidae|Euthrix sondensis,Female,Euthrix sodensis_female_Guanyindong_31-X-2013_10_CGLai_TFRI173072_01_1_1_800px,Macroheterocera,Lasiocampidae,Euthrix sondensis
1239,Macroheterocera|Lasiocampidae|Euthrix sondensis,Male,Euthrix sondensis_male_Guanyingdong_27-X-2013_TFRI173065,Macroheterocera,Lasiocampidae,Euthrix sondensis
1240,Macroheterocera|Lasiocampidae|Euthrix tamahonis,Male,Euthrix tamahonis_male_Guanyuan_28-VI-2012_TFRI169545_1_1_800px,Macroheterocera,Lasiocampidae,Euthrix tamahonis
1241,Macroheterocera|Lasiocampidae|Euthrix tamahonis,Male,Euthrix tamahonis_male_TFRI_01_1,Macroheterocera,Lasiocampidae,Euthrix tamahonis
1242,Macroheterocera|Erebidae|Pangraptinae|Eutrogia morosa,Female,Eutrogia morosa_female_800,Macroheterocera,Erebidae,Eutrogia morosa
1243,Macroheterocera|Erebidae|Hypeninae|Euwilemania angulata,Female,Euwilemania angulata_LCShih_ESG9734-8 combine,Macroheterocera,Erebidae,Euwilemania angulata
1244,Macroheterocera|Geometridae|Larentiinae|Evecliptopera illitata acreta,Female,Evecliptopera illilata acreta_female_Hexing_22-II-2019_PCChen&MCLi_12,Macroheterocera,Geometridae,Evecliptopera illitata acreta
1245,Macroheterocera|Nolidae|Evonima aperta,Male,Evonima aperta_male_SWUBR2019-209_1,Macroheterocera,Nolidae,Evonima aperta
1246,Macroheterocera|Noctuidae|Agaristinae|Exsula dentatrix albomaculata,Male,Exsula dentatrix albomaculata_male_Nnachung_Water&Tree_13-V-2017_01,Macroheterocera,Noctuidae,Exsula dentatrix albomaculata
1247,Macroheterocera|Noctuidae|Plusiinae|Extremoplusia megaloba,Male,"Extremoplusia megaloba (Hampson, 1912)_Hongye_7-II-2013_800px",Macroheterocera,Noctuidae,Extremoplusia megaloba
1248,Macroheterocera|Noctuidae|Plusiinae|Extremoplusia megaloba,Male,Extremoplusia megaloba_male_FBG_10-IV-2015_SWu&WCChang_28_1_1_800,Macroheterocera,Noctuidae,Extremoplusia megaloba
1249,Macroheterocera|Noctuidae|Plusiinae|Extremoplusia megaloba,Male,Extremoplusia megaloba_male_Xiawenguong_12-VI-2016_APCheng_05,Macroheterocera,Noctuidae,Extremoplusia megaloba
1250,Macroheterocera|Noctuidae|Xyleninae|Fabiania pulla,Female,Fabiania pulla_female_NSMT2015_225_1_800,Macroheterocera,Noctuidae,Fabiania pulla
1251,Macroheterocera|Noctuidae|Xyleninae|Fabiania pulla,Male,Fabiania pulla_male_NSMT2015_223_1_800,Macroheterocera,Noctuidae,Fabiania pulla
1252,Macroheterocera|Noctuidae|Xyleninae|Fabiania pulla,Male,Fabiania pulla_male_NSMT_800px,Macroheterocera,Noctuidae,Fabiania pulla
1253,Macroheterocera|Geometridae|Ennominae|Fascellina chromataria,Male,Fascellina chromataria_male_FBG_10-IV-2015_SWu&WCChang_03_1,Macroheterocera,Geometridae,Fascellina chromataria
1254,Macroheterocera|Geometridae|Ennominae|Fascellina chromataria,Male,Fascellina chromataria_Sianjiyen_2-III-2017,Macroheterocera,Geometridae,Fascellina chromataria
1255,Macroheterocera|Geometridae|Ennominae|Fascellina subsignata,Male,Fascellina subsignata_male_FBG_10-IV-2015_SWu&WCChang_02_1,Macroheterocera,Geometridae,Fascellina subsignata
1256,Macroheterocera|Noctuidae|Xyleninae|Feliniopsis asahinai,Female,Feliniopsis asahinai_female_male_Shihshan_21-II-2012_SWu&WCChang-01,Macroheterocera,Noctuidae,Feliniopsis asahinai
1257,Macroheterocera|Noctuidae|Xyleninae|Feliniopsis asahinai,Male,Feliniopsis asahinai_Galahe_25-VIII-2010_SWu-07_800ori,Macroheterocera,Noctuidae,Feliniopsis asahinai
1258,Macroheterocera|Noctuidae|Xyleninae|Feliniopsis asahinai,Male,Feliniopsis asahinai_male_Hongye_7-II-2013_06,Macroheterocera,Noctuidae,Feliniopsis asahinai
1259,Macroheterocera|Noctuidae|Xyleninae|Feliniopsis indistans,Male,Feliniopsis indistans_Hongye_7-II-2013_05,Macroheterocera,Noctuidae,Feliniopsis indistans
1260,Macroheterocera|Noctuidae|Xyleninae|Feliniopsis rubrofusa,Male,Feliniopsis rubrofusa_male_50,Macroheterocera,Noctuidae,Feliniopsis rubrofusa
1261,Macroheterocera|Noctuidae|Xyleninae|Feliniopsis tripunctata,Male,Feliniopsis tripunctata_male_Taipingshan_29-VIII-2014_SWu&WCChang_14,Macroheterocera,Noctuidae,Feliniopsis tripunctata
1262,Macroheterocera|Notodontidae|Fentonia parabolica,Male,Fentonia parabolica_male_Z copy_800,Macroheterocera,Notodontidae,Fentonia parabolica
1263,Macroheterocera|Erebidae|Erebinae|Flammona trilineata,Female,"Flammona trilineata Leech,1900_female_Yulao_logan_03_800",Macroheterocera,Erebidae,Flammona trilineata
1264,Macroheterocera|Nolidae|Flammona trilineata,Male,Flammona trilineata_female_MtDaluenwei_18-II-2018_SWu_TFRI195706,Macroheterocera,Nolidae,Flammona trilineata
1265,Macroheterocera|Erebidae|Erebinae|Fodina contigua,,Fodina contigua ab_fusca_T_male_01,Macroheterocera,Erebidae,Fodina contigua
1266,Macroheterocera|Erebidae|Erebinae|Fodina contigua,,Fodina contigua_mating pair_Taiwan_01,Macroheterocera,Erebidae,Fodina contigua
1267,Macroheterocera|Notodontidae|Formofentonia orbifer rotundata,Male,Formofentonia orbifer rotundata_male_Guanwu_20-X-2015_001,Macroheterocera,Notodontidae,Formofentonia orbifer rotundata
1268,Microlepidoptera|Zygaenidae|Formozygaena shibatai,Male,Formozygaena shibatai_male_19_Ix-2017_HYLin_101_mana,Microlepidoptera,Zygaenidae,Formozygaena shibatai
1269,Macroheterocera|Nolidae|Gadirtha inexacta,Female,Gadirtha inexacta_female_MOH,Macroheterocera,Nolidae,Gadirtha inexacta
1270,Macroheterocera|Geometridae|Larentiinae|Gagitodes omnifasciaria,Male,Gagitodes omnifascia_male_Xiaofengko_17-VIII-2015_SWu_06,Macroheterocera,Geometridae,Gagitodes omnifasciaria
1271,Macroheterocera|Noctuidae|Acronictinae|Acronicta hercules,Female,Galahe_25-VIII-2010_SWu-09,Macroheterocera,Noctuidae,Acronicta hercules
1272,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Gampola sinica,Female,Gampola sinica_female_01,Macroheterocera,Erebidae,Gampola sinica
1273,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Gampola sinica,Male,Gampola sinica_male_Tianwan_14-XI-2012_SWu_TFRI150096_1,Macroheterocera,Erebidae,Gampola sinica
1274,Macroheterocera|Geometridae|Larentiinae|Gandaritis pseudolargetaui taiwana,Female,Gandaritis pseudolargetaui  taiwana paratype_40 mm ♀,Macroheterocera,Geometridae,Gandaritis pseudolargetaui taiwana
1275,Macroheterocera|Geometridae|Larentiinae|Gandaritis pseudolargetaui taiwana,Male,Gandaritis pseudolargetaui taiwana holotype_45 mm ♂,Macroheterocera,Geometridae,Gandaritis pseudolargetaui taiwana
1276,Macroheterocera|Geometridae|Larentiinae|Gandaritis whitelyi,Female,Gandaritis sp nr whitelyi_female_Tianchi_1-VI-2016__CMFu&WHCheng_CCMF_800,Macroheterocera,Geometridae,Gandaritis whitelyi
1277,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Gandhara jieenchenae,Female,Gandhara jieenchenae_female_Hexing_10-III-2019_PCChen&MCLi_TFRI194704_1,Macroheterocera,Erebidae,Gandhara jieenchenae
1278,Macroheterocera|Geometridae|Ennominae|Garaeus argillacea,Male,Garaeus argillacea_male_800px,Macroheterocera,Geometridae,Garaeus argillacea
1279,Macroheterocera|Geometridae|Ennominae|Garaeus specularis specularis,Female,Garaeus specularis_female_800px,Macroheterocera,Geometridae,Garaeus specularis specularis
1280,Macroheterocera|Geometridae|Ennominae|Garaeus specularis specularis,Female,Garaeus specularis_female_Guanwu_25-VI-2015_011,Macroheterocera,Geometridae,Garaeus specularis specularis
1281,Macroheterocera|Geometridae|Ennominae|Garaeus specularis specularis,Male,Garaeus specularis_male-3_800px,Macroheterocera,Geometridae,Garaeus specularis specularis
1282,Macroheterocera|Geometridae|Ennominae|Garaeus specularis specularis,Male,Garaeus specularis_male_800px,Macroheterocera,Geometridae,Garaeus specularis specularis
1283,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Garudinia bimaculata,Female,Garudinia taioana_female_BaoshanxiTrail_16-III-2020_SWu_008_1,Macroheterocera,Erebidae,Garudinia bimaculata
1284,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Garudinia bimaculata,Male,Garudinia taioana_male_BaoshanxiTrail_16-III-2020_SWu_007_1,Macroheterocera,Erebidae,Garudinia bimaculata
1285,Macroheterocera|Geometridae|Ennominae|Gasterocome pannosaria orta,Male,Gasterocome pannosaria orta_male_MSE2000_20-XI-2015_SWu&JCHuang_007_800,Macroheterocera,Geometridae,Gasterocome pannosaria orta
1286,Macroheterocera|Lasiocampidae|Gastropacha pardale formosana,Male,Gastropacha pardalis formosana_male_TFRI_031_800,Macroheterocera,Lasiocampidae,Gastropacha pardale formosana
1287,Macroheterocera|Notodontidae|Gazalina purificata,Male,"Gazalina puriflcata Sugi, 1992_male_Tianwan_19-VII-2012_SWu&WCChang_TFRI148850_MOH_800",Macroheterocera,Notodontidae,Gazalina purificata
1288,Macroheterocera|Notodontidae|Gazalina purificata,Female,Gazalina puriflcata_Taipingshan_800,Macroheterocera,Notodontidae,Gazalina purificata
1289,Macroheterocera|Nolidae|Gelastocera exusta,Male,Gelastocera exusta_male_Wuling_2-VIII-2014_SWu&WCCHang_02_1_800,Macroheterocera,Nolidae,Gelastocera exusta
1290,Macroheterocera|Noctuidae|Xyleninae|Genoveva magnirena,Female,Genoveva magnirena_female_21-VI-2014_SWu&WCChang_TFRI175169_1,Macroheterocera,Noctuidae,Genoveva magnirena
1291,Macroheterocera|Noctuidae|Xyleninae|Genoveva magnirena,Male,Genoveva magnirena_male_Jianshi_9-VI-2018_SWu_TFRI209010_800,Macroheterocera,Noctuidae,Genoveva magnirena
1292,Macroheterocera|Noctuidae|Xyleninae|Genoveva magnirena,Male,Genoveva magnirena_male_Jianshi_9-VI-2018_SWu_TFRI209011,Macroheterocera,Noctuidae,Genoveva magnirena
1293,Macroheterocera|Noctuidae|Xyleninae|Genoveva magnirena,Male,Genoveva magnirena_male_Yulao_18-VII-2015_TGLai_003,Macroheterocera,Noctuidae,Genoveva magnirena
1294,Macroheterocera|Geometridae|Ennominae|Abaciscus costimacula,Male,GEO_ENN_S_Abaciscus costimacula_male_Tianwan_29-VII-2014_SWu&WCChang_02_800,Macroheterocera,Geometridae,Abaciscus costimacula
1295,Macroheterocera|Geometridae|Ennominae|Alcis scortea,Male,GEO_ENN_S_Alcis scortea_male_Taipingshan_29-VIII-2014_SWu&WCChang_13,Macroheterocera,Geometridae,Alcis scortea
1296,Macroheterocera|Geometridae|Ennominae|Alcis taiwanensis,Male,GEO_ENN_S_Alcis taiwanensis_male,Macroheterocera,Geometridae,Alcis taiwanensis
1297,Macroheterocera|Geometridae|Ennominae|Amblychia fushana,Female,GEO_ENN_S_Amblychia fushana_female_Mt-Erg_5-III-2010_SWu_01_800,Macroheterocera,Geometridae,Amblychia fushana
1298,Macroheterocera|Geometridae|Ennominae|Amblychia fushana,Male,GEO_ENN_S_Amblychia fushana_male_FBG_25-II-2010_SWu_01_800,Macroheterocera,Geometridae,Amblychia fushana
1299,Macroheterocera|Geometridae|Ennominae|Amblychia sauteri,Female,GEO_ENN_S_Amblychia sauteri_female_Fushan_11-II-2003_TFRI94908_800,Macroheterocera,Geometridae,Amblychia sauteri
