No.,,label,Family,ID_20210210,ID(ima),Note_2021,Note,Sex,leg,Altitude,Date,,https://docs.google.com/spreadsheets/d/1RHkhHfEt1v9-deuz8HKdCWCuM4Mm_BVllWvMIyoT8iw/edit#gid=698436074,Species,Sex,Dw(g),NOTE,N_W_length,N_B_length,疊,籤,檔案日期,影像問題,Note_Chiou_Specimen,Note_thermal,Hot,Cold,Before.jpg,Temp_min_bf,Temp_max_bf,Temp_avg_bf,After.jpg,Temp_min,Temp_max,Temp_avg,點測,,,,
CATT1662,1662,,Erebidae,CA_LYM03,CA_LYM03,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.04020,,24.75,15.08,,,,,,,1,0,6705_IR.jpg,21.6,21.8,21.6,6743_IR.jpg,38.5,40.7,40,,,,,
CATT1661,1661,,Geometridae,CA_GEO69-2,CA_GEO69,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.03160,,22.01,16.25,,,,,,,0,1,6703_IR.jpg,22.3,22.5,22.4,6725_IR.jpg,2.9,8.8,7.1,,,,,
CATT1660,1660,,Geometridae,CA_GEO87,CA_GEO85,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02830,,21.02,15.41,,,,,,,1,0,6699_IR.jpg,21.5,21.8,21.6,6779_IR.jpg,42.2,43.4,42.9,,,,,
CATT1659,1659,,Geometridae,CA_GEO128,CA_GEO128,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01840,,18.65,14.58,,,,,,,1,0,6697_IR.jpg,22.2,22.5,22.4,6719_IR.jpg,43.5,47.5,45.3,,,,,
CATT1658,1658,,Erebidae,CA_HYP06,CA_HYP06,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01410,右翅破損量左翅:13.57,,12.54,,,,,,,0,1,6695_IR.jpg,22.4,22.8,22.6,6721_IR.jpg,0.4,2.9,2,,,,,
CATT1657,1657,,Geometridae,CA_GEO02,CA_GEO02,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01100,,14.42,10.94,,,,,,,1,0,6685_IR.jpg,22.8,22.9,22.9,6701_IR.jpg,40.8,43.8,42,,,,,
CATT1656,1656,,Notodontidae,CA_NOT11,CA_NOT11,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.04060,,22.47,17.16,,,,,,,0,1,6681_IR.jpg,20.4,21,20.8,6729_IR.jpg,-0.1,3.2,2.4,,,,,
CATT1655,1655,,Notodontidae,CA_NOT02,CA_NOT02,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01320,,16.64,14.3,,,,,,,1,0,6677_IR.jpg,20.8,21,20.9,6707_IR.jpg,40,42.3,41.3,,,,,
CATT1654,1654,,Crambidae,CA_CRA44,CA_CRA44,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00330,,9.7,10.39,,,,,,,1,0,6675_IR.jpg,21.6,22,21.8,6687_IR.jpg,39.7,42.4,40.6,,,,,
CATT1653,1653,,Erebidae,CA_AMATA01,CA_AMATA01,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00940,,13.53,11.66,,,,,,,1,0,6667_IR.jpg,20.6,21.6,21.2,6693_IR.jpg,41.5,43.1,42.2,,,,,
CATT1652,1652,,Erebidae,CA_LYM13-2,CA_LYM13,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.04270,,19.01,14.85,,,,,,,1,0,6661_IR.jpg,21,21.3,21.2,6689_IR.jpg,41.8,42.5,42.1,,,,,
CATT1651,1651,,Erebidae,CA_HYP03,CA_HYP03,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01530,,14.75,12.68,,,,,,,0,1,6657_IR.jpg,21.2,21.4,21.3,6691_IR.jpg,1.1,3,2.2,,,,,
CATT1650,1650,,Geometridae,CA_GEO69-2,CA_GEO69,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.03850,,21.46,16.02,,,,,,,1,0,6655_IR.jpg,21.6,22,21.7,6683_IR.jpg,42.3,43.6,42.9,,,,,
CATT1649,1649,,Erebidae,CA_ERE32,CA_ERE32,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02030,,15.09,13.03,,,,,,,0,1,6653_IR.jpg,20.9,21.1,21,6671_IR.jpg,2.7,4.5,3.7,,,,,
CATT1648,1648,,Erebidae,CA_LIT08-4,CA_LIT15 (重新確認後為空號）,modify,重新確認,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00600,腹部翹起分兩段量,12.68,10.6,,,,,,,1,0,6651_IR.jpg,20.8,21.1,20.9,6673_IR.jpg,37.9,39.2,38.6,,,,,
CATT1647,1647,,Erebidae,CA_HER15,CA_HER15,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00770,,11.46,9.47,,,,,,,0,1,6647_IR.jpg,21.9,22.1,22,6679_IR.jpg,1.2,2.5,1.9,,,,,
CATT1646,1646,,Erebidae,CA_LIT31,CA_LIT30,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00250,,7.88,6.79,,,,,,,1,0,6643_IR.jpg,20.4,20.6,20.5,6663_IR.jpg,42.3,43.3,42.7,,,,,
CATT1645,1645,,Erebidae,CA_HER37,CA_HER37,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00690,,16.15,13.54,,,,,,,,,6639_IR.jpg,20.1,21.1,20.6,,,,,,,,,
CATT1644,1644,,Geometridae,CA_GEO02,CA_GEO02,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00870,,13.9,10.45,,,,,,,0,1,6637_IR.jpg,21.1,21.3,21.2,6649_IR.jpg,0.7,1.8,1.4,,,,,
CATT1643,1643,,Geometridae,CA_GEO02,CA_GEO02,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01050,,14.47,10.52,,,,,,,0,1,6635_IR.jpg,21.6,21.9,21.7,6645_IR.jpg,-1.7,1.9,0.7,,,,,
CATT1642,1642,,Crambidae,CA_CRA74,CA_CRA74,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00320,0號針,10.42,9.07,,,,,,,,,6633_IR.jpg,20.4,20.6,20.5,,,,,,,,,
CATT1641,1641,,Erebidae,CA_HER14-2,CA_HER14,modify,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01140,,12.85,10.48,,,,,,,1,0,6621_IR.jpg,23.5,23.9,23.7,6627_IR.jpg,37.8,43.5,41.3,,,,,
CATT1640,1640,,Oecophoridae,CA_MIC05,CA_MIC05,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00220,0號針,9.47,7.27,,,,,,,1,0,6615_IR.jpg,22.4,22.6,22.5,6625_IR.jpg,40.5,42.2,41.4,,,,,
CATT1639,1639,,Geometridae,CA_GEO68,CA_GEO68,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00770,,16.67,11.08,,,,,,,0,1,6607_IR.jpg,22.9,23.2,23.1,6623_IR.jpg,0,1.6,1.1,,,,,
CATT1638,1638,,Erebidae,CA_LYM04,CA_LYMOO_1,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00680,右翅破損量左翅:11.13,,8.26,,,,,,,1,0,6603_IR.jpg,21.2,21.5,21.3,6619_IR.jpg,41.1,42.4,41.9,,,,,
CATT1637,1637,,Crambidae,CA_CRA40,CA_CRA40,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00310,,12.3,13.25,,,,,,,0,1,6601_IR.jpg,24.5,24.9,24.7,6613_IR.jpg,5.8,8.3,6.9,,,,,
CATT1636,1636,,Erebidae,CA_LYM16-2,CA_LYM17,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01820,,16.38,11.57,,,,,,,1,0,6599_IR.jpg,22.8,23.1,22.9,6617_IR.jpg,36.2,41.2,39.5,,,,,
CATT1635,1635,,Geometridae,CA_GEO101,CA_GEO114,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00840,,14.25,11.28,,,,,,,1,0,6591_IR.jpg,21.8,22.1,21.9,6605_IR.jpg,40.6,41.5,41,,,,,
CATT1634,1634,,Erebidae,CA_LIT27,CA_LIT27,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00110,0號針,7.23,5.4,,,,,,,0,1,6597_IR.jpg,22.7,23.1,22.9,6629_IR.jpg,-2.5,1.2,-0.4,,,,,
CATT1633,1633,,Erebidae,CA_ERE15,CA_ERE15,,RSimage,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02640,,17.99,15.64,,,,,,,1,0,6585_IR.jpg,23.7,24.1,23.9,6609_IR.jpg,42.9,45.7,44.2,,,,,
CATT1632,1632,,Erebidae,CA_LIT12,CA_LIT12,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00290,秤重後黏合身體,9.82,6.67,,,,,,,0,1,6583_IR.jpg,22.1,22.4,22.2,6611_IR.jpg,-0.2,1.2,0.4,,,,,
CATT1631,1631,,Crambidae,CA_CRA38,CA_CRA38,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01600,,14.96,15.68,,,,,,,0,1,6581_IR.jpg,23.8,24.4,24.1,6593_IR.jpg,7.2,11.5,10.4,,,,,
CATT1630,1630,,Geometridae,CA_GEO139-2,,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00260,0號針,9.28,7.54,,,,,,,1,0,6579_IR.jpg,22.4,22.7,22.5,6595_IR.jpg,40.6,44.2,41.8,,,,,
CATT1629,1629,,Erebidae,CA_LIT28-3,CA_LIT28,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00240,0號針,7.28,6.32,,,,,,,1,0,6571_IR.jpg,21.3,21.5,21.4,6589_IR.jpg,41.6,42.7,42.1,,,,,
CATT1628,1628,,Erebidae,CA_LYM-Euproctis-11-1,CA_LYM26,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00580,右翅破損量左翅:13.74,,9.87,,,,,,,0,1,6561_IR.jpg,21.3,21.5,21.4,6577_IR.jpg,-0.8,1,0.6,,,,,
CATT1627,1627,,Crambidae,CA_CRA96,CA_CRA96,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00620,,9.29,7.75,,,,,,,1,0,6559_IR.jpg,20.8,21,20.9,6569_IR.jpg,38.4,41.8,40,,,,,
CATT1626,1626,,Geometridae,CA_GEO01,CA_GEO01,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02770,,20.8,15.79,,,,,,,0,1,6557_IR.jpg,23.6,24.1,23.9,6575_IR.jpg,3.5,7.3,5.7,,,,,
CATT1625,1625,,Crambidae,CA_CRA88,CA_CRA88,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00460,,11.25,10.19,,,,,,,1,0,6537_IR.jpg,22.5,22.9,22.7,6567_IR.jpg,40.5,43.6,42.2,,,,,
CATT1624,1624,,Geometridae,CA_GEO01,CA_GEO01,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02530,,20.48,15.54,,,,,,,0,1,6531_IR.jpg,22.4,23,22.8,6563_IR.jpg,2.6,4.8,3.9,,,,,
CATT1623,1623,,Geometridae,CA_GEO77,CA_GEO77,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.03840,,25.47,17.69,,,,,,,1,0,6529_IR.jpg,22.3,22.7,22.5,6573_IR.jpg,41.9,43.2,42.8,,,,,
CATT1622,1622,,Erebidae,CA_ERE65,CA_ERE65,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01230,,15.03,14.07,,,,,,,0,1,6527_IR.jpg,21.2,21.4,21.3,6553_IR.jpg,-0.6,1,0.3,,,,,
CATT1621,1621,,Erebidae,CA_LYM-Euproctis-11,CA_LIT64,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00460,,9.01,7.87,,,,,,,1,0,6525_IR.jpg,22.2,22.6,22.4,6549_IR.jpg,42.8,43.9,43.3,,,,,
CATT1620,1620,,Erebidae,CA_LIT46,CA_LIT46,,RSimage; 重新鑑定,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00620,,11.46,8,,,,,,,,,6523_IR.jpg,21.6,22,21.8,,,,,,,,,
CATT1619,1619,,Erebidae,CA_LYM10-2,CA_LYM10,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00250,右翅破損量左翅:12.1,,8.34,,,,,,,1,0,6521_IR.jpg,20.9,21,20.9,6535_IR.jpg,42.2,42.9,42.5,,,,,
CATT1618,1618,,Crambidae,CA_CRA14,CA_CRA14,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01220,,16.92,14.21,,,,,,,1,0,6517_IR.jpg,21.2,21.4,21.3,6533_IR.jpg,40.7,42.9,42.2,,,,,
CATT1617,1617,,Geometridae,CA_GEO01,CA_GEO01,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01700,,18.6,14.13,,,,,,,0,1,6515_IR.jpg,21,21.3,21.1,6547_IR.jpg,-0.3,0.8,0.1,,,,,
CATT1616,1616,,Geometridae,CA_GEO20,CA_GEO20,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01140,,17.44,14.48,,,,,,,1,0,6513_IR.jpg,21.6,22,21.8,6543_IR.jpg,41.1,42.6,42,,,,,
CATT1615,1615,,Erebidae,CA_LYM18-2,CA_LYM18,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01410,,14.24,11.5,,,,,,,0,1,6511_IR.jpg,22.1,22.3,22.2,6551_IR.jpg,-3.8,-3,-3.5,,,,,
CATT1614,1614,,Erebidae,CA_HER25,CA_HER25,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00330,,8.63,6.67,,,,,,,1,0,6509_IR.jpg,20.7,21,20.8,6539_IR.jpg,44.8,45.9,45.4,,,,,
CATT1613,1613,,Geometridae,CA_GEO138-1,CA_GEO138,modify,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00560,0號針,9.21,7.78,,,,,,,0,1,6505_IR.jpg,21.9,22.1,22,6541_IR.jpg,-2,-0.7,-1.4,,,,,
CATT1612,1612,,Crambidae,CA_CRA03,CA_CRA03,,確認,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01320,,14.21,12.33,,,,,,,1,0,6475_IR.jpg,19.9,20.1,20,6507_IR.jpg,39.3,41.9,40.1,,,,,
CATT1611,1611,,Geometridae,CA_GEO51,CA_GEO51,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01790,,20.79,14.22,,,,,,,0,1,6471_IR.jpg,21.3,21.8,21.6,6495_IR.jpg,7.7,9,8.3,,,,,
CATT1610,1610,,Crambidae,CA_CRA71,CA_CRA71,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00170,0號針,8.59,7.96,,,,,,,0,1,6469_IR.jpg,20.1,20.2,20.1,6497_IR.jpg,-1.6,-0.4,-0.9,,,,,
CATT1609,1609,,Geometridae,CA_GEO144,CA_GEO144,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01980,,17.04,12.49,,,,,,,1,0,6467_IR.jpg,20.1,20.5,20.4,6501_IR.jpg,40,44,42.4,,,,,
CATT1608,1608,,Geometridae,CA_GEO51,CA_GEO51,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02150,,20.91,13.49,,,,,,,1,0,6465_IR.jpg,20.3,20.8,20.5,6493_IR.jpg,41.7,43.5,42.6,,,,,
CATT1607,1607,,Geometridae,CA_GEO134,CA_GEO134,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02600,,22.89,16.19,,,,,,,1,0,6463_IR.jpg,19.6,19.9,19.7,6503_IR.jpg,40.2,42.3,41.5,,,,,
CATT1606,1606,,Crambidae,CA_CRA15,CA_CRA15,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01950,,16.48,13.84,,,,,,,0,1,6461_IR.jpg,19.8,20.3,20.1,6483_IR.jpg,1.2,3.5,2.6,,,,,
CATT1605,1605,,Erebidae,CA_LIT46,CA_LIT46,,RSimage; 重新鑑定,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00710,,10.5,8.2,,,,,,,1,0,6459_IR.jpg,20.4,20.6,20.5,6487_IR.jpg,42.5,43.8,43.3,,,,,
CATT1604,1604,,Crambidae,CA_CRA57,CA_CRA57,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00420,0號針,8.56,8.71,,,,,,,0,1,6457_IR.jpg,19.7,20.1,19.9,6479_IR.jpg,-1.2,1.6,0.9,,,,,
CATT1603,1603,,Pyralidae,CA_PYR11-2,CA_PYR11,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01510,,14.03,12.19,,,,,,,1,0,6455_IR.jpg,20,20.3,20.2,6491_IR.jpg,40.2,41.6,40.8,,,,,
CATT1602,1602,,Geometridae,CA_GEO02,CA_GEO02,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00800,,14.71,11.46,,,,,,,0,1,6453_IR.jpg,20.2,20.4,20.3,6481_IR.jpg,-3.5,-2.2,-2.9,,,,,
CATT1601,1601,,Erebidae,CA_LIT53,CA_LIT53,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00300,,9.07,6.3,,,,,,,1,0,6451_IR.jpg,20.7,20.9,20.8,6477_IR.jpg,41.2,42.4,41.7,,,,,
CATT1600,1600,,Geometridae,CA_GEO144,CA_GEO144,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01220,,15.23,11.73,,,,,,,1,0,6439_IR.jpg,23.7,23.9,23.8,6447_IR.jpg,42.2,44.2,43.1,,,,,
CATT1599,1599,,Erebidae,CA_HER14,CA_HER14,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01200,,13.44,11.92,,,,,,,0,1,6435_IR.jpg,24.2,24.8,24.5,6445_IR.jpg,5.6,7.6,6.7,,,,,
CATT1598,1598,,Erebidae,CA_ERE26,CA_ERE26,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.03600,,19.45,19.24,,,,,,,1,0,6431_IR.jpg,23.6,24.9,24.4,6443_IR.jpg,37.2,39.1,38.2,,,,,
CATT1597,1597,,Limacodidae,CA_LIM04,CA_LIM04,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.03840,,16.12,15.64,,,,,,,0,1,6429_IR.jpg,23.8,24.1,24,6449_IR.jpg,1.9,4,3.2,,,,,
CATT1596,1596,,Erebidae,CA_ERE54-2,CA_ERE54,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00400,,10.26,7.75,,,,,,,1,0,6427_IR.jpg,22.5,22.7,22.6,6437_IR.jpg,38.7,40.4,39.4,,,,,
CATT1595,1595,,Pyralidae,CA_PYR21,CA_PYR21,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02110,,12.47,11.18,,,,,,,0,1,6421_IR.jpg,23.4,23.9,23.6,6433_IR.jpg,5.7,7.4,6.6,,,,,
CATT1594,1594,,Erebidae,CA_HER14-2,CA_HER14,modify,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00750,,12.64,9.76,,,,,,,1,0,6409_IR.jpg,22.4,23.1,22.7,6423_IR.jpg,41.5,43.2,42.6,,,,,
CATT1593,1593,,Crambidae,CA_CRA107,CA_CRA107,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00850,,11.95,12.98,,,,,,,1,0,6403_IR.jpg,21.7,21.9,21.8,6425_IR.jpg,41.1,42.4,42.1,,,,,
CATT1592,1592,,Erebidae,CA_LIT37,CA_LIT37,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00420,,8.91,7.32,,,,,,,0,1,6399_IR.jpg,22.3,22.6,22.4,6415_IR.jpg,0.2,1.6,1.1,,,,,
CATT1591,1591,,Euteliidae,CA_EUT03,CA_EUT03,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01190,,13.87,10.72,,,,,,,1,0,6397_IR.jpg,22.7,23.4,23.2,6417_IR.jpg,36.1,40.6,39.2,,,,,
CATT1590,1590,,Erebidae,CA_LIT70,CA_LIT71,modify,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00120,0號針,7.59,5.48,,,,,,,0,1,6391_IR.jpg,20.9,21.4,21.3,6419_IR.jpg,-2.3,-1.3,-1.9,,,,,
CATT1589,1589,,Erebidae,CA_AMATA01,CA_AMATA01,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01320,,15.36,13.04,,,,,,,1,0,6381_IR.jpg,21.6,21.8,21.7,6405_IR.jpg,41.1,42.4,41.7,,,,,
CATT1588,1588,,Pyralidae,CA_PYR11-3,CA_PYR11,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00660,,11.37,10.23,,,,,,,0,1,6379_IR.jpg,23.4,23.7,23.5,6413_IR.jpg,-0.3,1,0.7,,,,,
CATT1587,1587,,Pyralidae,CA_PYR11-3,CA_PYR11,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01420,,11.2,10.57,,,,,,,1,0,6377_IR.jpg,21.8,22,21.9,6401_IR.jpg,43.5,45.1,44.4,,,,,
CATT1586,1586,,Uraniidae,CA_URA04,CA_URA04,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01000,,13.46,8.2,,,,,,,0,1,6375_IR.jpg,22.2,22.6,22.5,6395_IR.jpg,1.5,4.7,3.1,,,,,
CATT1585,1585,,Pyralidae,CA_PYR27,CA_PYR04,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00350,,7.62,7.49,,,,,,,1,0,6373_IR.jpg,23.3,23.7,23.5,6407_IR.jpg,43.1,45.6,44.6,,,,,
CATT1584,1584,,Erebidae,CA_LIT36,CA_LIT36,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00340,展翅前前後翅已黏在一起,8.38,7.4,,,,,,,0,1,6371_IR.jpg,21.4,21.8,21.7,6393_IR.jpg,1.2,2.5,1.8,,,,,
CATT1583,1583,,Erebidae,CA_HER25,CA_HER25,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00240,,8.96,7.35,,,,,,,1,0,6363_IR.jpg,21.1,21.3,21.2,6387_IR.jpg,42.7,46.9,44.2,,,,,
CATT1582,1582,,Geometridae,CA_GEO101,CA_GEO101,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00510,腹部末端翹起，兩段加總,12.58,11.44,,,,,,,0,1,6349_IR.jpg,22,22.6,22.3,6385_IR.jpg,0.3,3.5,1.8,,,,,
CATT1581,1581,,Pyralidae,CA_PYR03,CA_PYR03,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01650,,15.54,11,,,,,,,1,0,6343_IR.jpg,21.5,22,21.8,6389_IR.jpg,41.1,44.1,43,,,,,
CATT1580,1580,,Erebidae,CA_LIT32,CA_LIT32,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00190,0號針,6.83,5.57,,,,,,,0,1,6341_IR.jpg,23.1,23.4,23.2,6367_IR.jpg,-3.6,-2.4,-2.8,,,,,
CATT1579,1579,,Erebidae,CA_LYM-Arctonis-2021,modify,modify,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02900,,21.51,16.45,,,,,,,1,0,6339_IR.jpg,23.6,24.1,23.9,6359_IR.jpg,37.4,43.4,41.4,,,,,
CATT1578,1578,,Uraniidae,CA_URA03,CA_URA03,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00610,,13.26,7.93,,,,,,,1,0,6337_IR.jpg,22.7,23.2,22.9,6357_IR.jpg,42.7,43.8,43.1,,,,,
CATT1577,1577,,Drepanidae,CA_GEO-DRE01,CA_DRE01,,,f,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.03290,前翅破損,,20.1,,,,,,,0,1,6335_IR.jpg,22.7,23.3,23,6355_IR.jpg,4.7,6.6,5.7,,,,,
CATT1576,1576,,Erebidae,CA_AMATA02,,,,m,,903,8-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01070,,15.71,12.06,,,,,,,1,0,6329_IR.jpg,22.7,23.6,23.2,6351_IR.jpg,43.4,45.2,44.5,,,,,
